date, pm25, pm10, o3, no2, so2
2024/2/21, 23, 3, 32, 2, 1
2024/2/22, 7, 5, 35, 3, 1
2024/2/23, 15, 5, 34, 2, 1
2024/2/24, 17, 5, 26, 3, 
2024/2/25, 15, 4, 34, 2, 
2024/2/26, 15, 6, 36, 1, 1
2024/2/27, 13, 6, 36, 2, 1
2024/2/28, 21, 6, 23, 8, 1
2024/2/29, 18, 7, 39, 4, 1
2024/3/1, 26, 6, 34, 1, 1
2024/3/2, 20, 10, 36, 2, 1
2024/3/3, 26, 16, 44, 2, 1
2024/3/4, 51, 12, 33, 4, 
2024/3/5, 37, 7, 37, 3, 
2024/3/6, 21, 8, 37, 1, 
2024/3/7, 22, 9, 42, 1, 1
2024/3/8, 29, 9, 38, 1, 1
2024/3/9, 35, 6, 37, 1, 
2024/3/10, 23, 7, 40, 2, 
2024/3/11, 25, 10, 40, 3, 
2024/3/12, 34, 11, 42, 1, 1
2024/3/13, 36, 11, 39, 3, 1
2024/3/14, 34, 13, 51, 2, 1
2024/3/15, 42, 15, 58, 2, 1
2024/3/16, 51, 17, 40, 4, 
2024/3/17, 57, 11, 37, 1, 1
2024/3/18, 37, 9, 32, 2, 1
2024/3/19, 28, 8, 38, 1, 1
2024/3/20, 29, 7, 38, 1, 1
2024/3/21, 33, 9, 39, 2, 1
2024/3/22, 39, 9, 36, 5, 1
2024/3/23, 27, 12, 29, 9, 
2024/3/24, 29, 14, 18, 8, 
2024/3/25, 37, 5, 36, 5, 
2024/3/26, 16, 6, 36, 1, 1
2024/3/27, 16, 6, 40, 1, 1
2024/3/28, 24, 9, 43, 1, 
2024/3/29, 28, 20, 57, 2, 1
2024/3/30, 59, 19, 47, 4, 1
2024/3/31, 61, 12, 46, 3, 1
2023/10/1, 53, 9, 37, 1, 1
2023/10/2, 24, 5, 41, 2, 1
2023/10/3, 20, 12, 45, 2, 1
2023/10/4, 44, 12, 36, 1, 1
2023/10/5, 39, 9, 34, 1, 1
2023/10/6, 19, 4, 34, 1, 
2023/10/7, 16, 7, 28, 1, 
2023/10/8, 23, 8, 29, 2, 
2023/10/9, 18, 9, 39, 1, 1
2023/10/10, 17, 10, 37, 2, 1
2023/10/11, 32, 8, 37, 2, 1
2023/10/12, 28, 7, 40, 1, 1
2023/10/13, 27, 10, 35, 2, 1
2023/10/14, 34, 9, 46, 1, 1
2023/10/15, 42, 13, 53, 2, 1
2023/10/16, 45, 13, 50, 1, 1
2023/10/17, 49, 13, 43, 2, 1
2023/10/18, 46, 12, 44, 1, 1
2023/10/19, 46, 13, 32, 1, 6
2023/10/20, 48, 7, 32, 1, 1
2023/10/21, 23, 6, 37, 1, 1
2023/10/22, 21, 10, 45, 1, 1
2023/10/23, 33, 11, 41, 1, 1
2023/10/24, 43, 12, 43, 1, 2
2023/10/25, 47, 14, 50, 2, 1
2023/10/26, 53, 11, 44, 2, 1
2023/10/27, 46, 8, 35, 1, 1
2023/10/28, 31, 4, 31, 1, 1
2023/10/29, 14, 5, 32, 1, 1
2023/10/30, 18, 8, 36, 2, 2
2023/10/31, 35, 11, 44, 2, 1
2023/11/1, 49, 15, 48, 3, 1
2023/11/2, 57, 16, 47, 2, 1
2023/11/3, 58, 19, 47, 2, 1
2023/11/4, 63, 18, 36, 2, 1
2023/11/5, 50, 10, 36, 1, 1
2023/11/6, 22, 11, 36, 1, 1
2023/11/7, 35, 9, 35, 2, 1
2023/11/8, 25, 9, 26, 3, 1
2023/11/9, 37, 6, 30, 3, 1
2023/11/10, 26, 3, 30, 1, 1
2023/11/11, 15, 5, 30, 1, 1
2023/11/12, 14, 4, 32, 1, 1
2023/11/13, 8, 5, 34, 1, 1
2023/11/14, 20, 7, 31, 1, 1
2023/11/15, 25, 7, 40, 2, 1
2023/11/16, 28, 5, 35, 2, 
2023/11/17, 16, 4, 28, 1, 1
2023/11/18, 15, 7, 35, 1, 
2023/11/19, 27, 8, 34, 2, 1
2023/11/20, 28, 6, 26, 3, 
2023/11/21, 22, 11, 28, 4, 1
2023/11/22, 33, 12, 24, 3, 
2023/11/23, 46, 14, 38, 2, 1
2023/11/24, 41, 3, 31, 1, 1
2023/11/25, 14, 6, 28, 2, 1
2023/11/26, 20, 10, 14, 4, 1
2023/11/27, 36, 12, 35, 2, 1
2023/11/28, 39, 10, 31, 2, 1
2023/11/29, 34, 8, 28, 2, 1
2023/11/30, 32, 4, 28, 2, 2
2023/12/1, 20, 5, 33, 1, 1
2023/12/2, 15, 9, 30, 1, 1
2023/12/3, 36, 8, 31, 3, 1
2023/12/4, 31, 11, 18, 4, 
2023/12/5, 39, 10, 23, 6, 1
2023/12/6, 33, 11, 33, 2, 1
2023/12/7, 33, 12, 28, 2, 1
2023/12/8, 32, 12, 25, 4, 1
2023/12/9, 34, 16, 27, 4, 2
2023/12/10, 46, 14, 35, 5, 
2023/12/11, 45, 6, 32, 3, 
2023/12/12, 17, 4, 30, 1, 
2023/12/13, 7, 6, 19, 7, 1
2023/12/14, 28, 6, 25, 2, 
2023/12/15, 24, 7, , 4, 
2023/12/16, 26, 5, , 1, 1
2023/12/17, 18, 3, 29, 1, 1
2023/12/18, 16, 5, 26, 5, 1
2023/12/19, 18, 8, 28, 4, 1
2023/12/20, 22, 5, 28, 3, 1
2023/12/21, 20, 5, 27, 1, 1
2023/12/22, 17, 4, 32, 1, 1
2023/12/23, 11, 7, 30, 1, 1
2023/12/24, 21, 8, 29, 3, 1
2023/12/25, 27, 9, 30, 2, 1
2023/12/26, 24, 10, 33, 3, 1
2023/12/27, 37, 12, 31, 3, 1
2023/12/28, 41, 16, 39, 3, 1
2023/12/29, 52, 16, 38, 2, 1
2023/12/30, 52, 21, 38, 3, 
2023/12/31, 60, 4, 31, 1, 
2023/7/1, 19, 15, 37, 1, 1
2023/7/2, 30, 19, 30, 2, 
2023/7/3, 56, 26, 49, 3, 1
2023/7/4, 61, 11, 36, 1, 1
2023/7/5, 32, 18, 46, 1, 1
2023/7/6, 43, 25, 37, 1, 1
2023/7/7, 58, 29, 14, 1, 1
2023/7/8, 61, 26, 28, 2, 1
2023/7/9, 54, 25, 26, 2, 1
2023/7/10, 57, 32, 20, 2, 1
2023/7/11, 64, 29, 21, 2, 1
2023/7/12, 68, 19, 15, 1, 1
2023/7/13, 48, 16, 11, 1, 1
2023/7/14, 40, 14, 11, , 
2023/7/15, 28, 13, 13, 1, 
2023/7/16, 23, 15, 23, 1, 1
2023/7/17, 42, 17, 24, 2, 1
2023/7/18, 52, 16, 13, 1, 1
2023/7/19, 46, 9, 40, 1, 1
2023/7/20, 31, 11, 36, 2, 1
2023/7/21, 39, 12, 27, 2, 1
2023/7/22, 35, 15, 28, 1, 1
2023/7/23, 31, 12, 22, 1, 1
2023/7/24, 32, 19, 19, 1, 1
2023/7/25, 41, 16, 34, 1, 1
2023/7/26, 53, 24, 44, 1, 1
2023/7/27, 63, 23, 33, 2, 1
2023/7/28, 63, 12, 22, 1, 1
2023/7/29, 28, 10, 15, 1, 1
2023/7/30, 33, 12, 13, 1, 1
2023/7/31, 24, 18, 13, 1, 2
2023/8/1, 31, 24, 13, 1, 2
2023/8/2, 38, 13, 19, 1, 1
2023/8/3, 28, 11, 17, 2, 1
2023/8/4, 19, 11, 16, 1, 1
2023/8/5, 21, 12, 19, 1, 1
2023/8/6, 19, 19, 15, 1, 
2023/8/7, 29, 25, 10, 1, 4
2023/8/8, 42, 35, 14, 1, 1
2023/8/9, 58, 28, 14, 1, 1
2023/8/10, 36, 19, 16, 1, 1
2023/8/11, 34, 16, 37, 4, 1
2023/8/12, 51, 18, 33, 1, 1
2023/8/13, 55, 12, 18, 1, 
2023/8/14, 41, 10, 15, 1, 
2023/8/15, 24, 20, 24, 1, 1
2023/8/16, 40, 15, 20, 1, 1
2023/8/17, 25, 15, 22, 1, 1
2023/8/18, 38, 18, 19, 1, 1
2023/8/19, 44, 19, 41, 1, 1
2023/8/20, 58, 19, 26, 2, 1
2023/8/21, 53, 16, 18, 1, 1
2023/8/22, 38, , 10, 1, 
2023/8/23, 27, 7, 10, 1, 1
2023/8/24, 19, 5, 16, 1, 1
2023/8/25, 17, 5, 13, 1, 1
2023/8/26, 18, 6, 24, 1, 1
2023/8/27, 24, 6, 20, 1, 1
2023/8/28, 23, 6, 15, 1, 1
2023/8/29, 23, 11, 13, 1, 1
2023/8/30, 27, 17, 11, 1, 
2023/8/31, 22, 9, 11, 1, 1
2023/9/1, 22, 8, 13, 1, 1
2023/9/2, 24, 13, 48, 1, 1
2023/9/3, 43, 12, 32, 2, 1
2023/9/4, 45, 12, 25, 1, 1
2023/9/5, 24, 7, 26, 1, 1
2023/9/6, 26, 9, 34, 1, 1
2023/9/7, 30, 11, 32, 1, 1
2023/9/8, 31, 10, 35, 1, 1
2023/9/9, 40, 16, 30, 1, 1
2023/9/10, 44, 9, 20, 1, 1
2023/9/11, 19, 7, 23, 1, 1
2023/9/12, 20, 10, 29, 1, 1
2023/9/13, 24, 10, 19, 1, 
2023/9/14, 21, 9, 25, 1, 1
2023/9/15, 23, 14, 30, 1, 1
2023/9/16, 41, 16, 16, 1, 1
2023/9/17, 34, 11, 13, 1, 1
2023/9/18, 30, 11, 14, 2, 1
2023/9/19, 41, 22, 17, 1, 2
2023/9/20, 64, 15, 22, 1, 
2023/9/21, 24, 10, 33, 2, 1
2023/9/22, 31, 7, 35, 1, 1
2023/9/23, 19, 8, 43, 1, 1
2023/9/24, 26, 11, 35, 1, 1
2023/9/25, 27, 11, 38, 1, 1
2023/9/26, 33, 13, 37, 2, 
2023/9/27, 40, 15, 39, 2, 1
2023/9/28, 54, 8, 44, 3, 1
2023/9/29, 40, 19, 38, 2, 1
2023/9/30, 51, 14, 36, 1, 1
2023/4/1, 47, 15, 48, 3, 2
2023/4/2, 54, 14, 47, 3, 2
2023/4/3, 45, 11, 45, 2, 1
2023/4/4, 43, 9, 40, 1, 1
2023/4/5, 26, 15, 41, 1, 
2023/4/6, 42, 17, 36, 4, 1
2023/4/7, 24, 14, 41, 2, 1
2023/4/8, 47, 12, 48, 2, 1
2023/4/9, 36, 11, 45, 1, 2
2023/4/10, 45, 13, 44, 2, 1
2023/4/11, 47, 16, 39, 5, 1
2023/4/12, 42, 41, 47, 4, 1
2023/4/13, 78, 24, 45, 2, 1
2023/4/14, 60, 8, 39, 2, 1
2023/4/15, 19, 14, 46, 1, 
2023/4/16, 36, 15, 44, 1, 1
2023/4/17, 45, 18, 32, 1, 1
2023/4/18, 56, 29, 31, 5, 1
2023/4/19, 70, 24, 42, 2, 1
2023/4/20, 68, 26, 42, 2, 1
2023/4/21, 66, 26, 44, 1, 1
2023/4/22, 56, 12, 44, 1, 1
2023/4/23, 28, 11, 44, 3, 1
2023/4/24, 35, 20, 43, 2, 1
2023/4/25, 33, 28, 40, 3, 1
2023/4/26, 24, 16, 51, 2, 1
2023/4/27, 44, 12, 54, 1, 1
2023/4/28, 43, 16, 41, 1, 1
2023/4/29, 29, 21, 41, 1, 
2023/4/30, 45, 14, 51, 2, 1
2023/5/1, 47, 11, 47, 2, 1
2023/5/2, 35, 14, 49, 1, 
2023/5/3, 35, 13, 44, 1, 
2023/5/4, 27, 10, 41, 1, 1
2023/5/5, 23, 13, 36, , 
2023/5/6, 35, 19, 29, 4, 
2023/5/7, 18, 8, 46, 1, 1
2023/5/8, 21, 12, 47, 3, 1
2023/5/9, 40, 12, 51, 3, 1
2023/5/10, 42, 12, 54, 4, 1
2023/5/11, 43, 13, 64, 2, 1
2023/5/12, 33, 12, 46, 1, 1
2023/5/13, 41, 9, 43, 1, 1
2023/5/14, 28, 6, 41, 2, 1
2023/5/15, 24, 11, 49, 3, 1
2023/5/16, 46, 24, 62, 2, 1
2023/5/17, 74, 24, 39, 2, 1
2023/5/18, 60, 7, 45, 3, 1
2023/5/19, 25, 9, 43, 2, 1
2023/5/20, 34, 10, 40, 1, 1
2023/5/21, 41, 18, 50, 2, 1
2023/5/22, 56, 26, 39, 2, 1
2023/5/23, 58, 8, 37, 2, 1
2023/5/24, 18, 7, 41, 2, 1
2023/5/25, 20, 9, 36, 1, 1
2023/5/26, 23, 10, 35, 1, 1
2023/5/27, 24, 8, 32, 1, 1
2023/5/28, 32, 17, 23, 5, 1
2023/5/29, 44, 20, 40, 4, 1
2023/5/30, 41, 12, 39, 1, 1
2023/5/31, 39, 12, 33, 1, 
2023/6/1, 31, 10, 25, 4, 1
2023/6/2, 17, 20, 43, 3, 1
2023/6/3, 40, 13, 43, 2, 1
2023/6/4, 36, 14, 58, 3, 1
2023/6/5, 55, 12, 41, 1, 1
2023/6/6, 44, 16, 52, 2, 1
2023/6/7, 53, 15, 46, 1, 1
2023/6/8, 43, 11, 44, 1, 1
2023/6/9, 27, 12, 49, 2, 1
2023/6/10, 39, 8, 38, 1, 1
2023/6/11, 19, 9, 29, 2, 1
2023/6/12, 21, 16, 32, 3, 1
2023/6/13, 39, 7, 26, 2, 1
2023/6/14, 24, 11, 36, 1, 1
2023/6/15, 36, 13, 56, 1, 1
2023/6/16, 52, 13, 66, 2, 1
2023/6/17, 57, 28, 38, 3, 1
2023/6/18, 74, 26, 65, 2, 2
2023/6/19, 74, 17, 47, 2, 1
2023/6/20, 45, 14, 36, 1, 1
2023/6/21, 39, 13, 30, 5, 1
2023/6/22, 29, 18, 45, 3, 1
2023/6/23, 50, 13, 37, 2, 1
2023/6/24, 43, 14, 46, 2, 2
2023/6/25, 54, 24, 33, 1, 1
2023/6/26, 58, 25, 17, 1, 1
2023/6/27, 60, 22, 17, 1, 1
2023/6/28, 57, 23, 17, 2, 1
2023/6/29, 50, 26, 8, 1, 1
2023/6/30, 42, 11, 39, 1, 
2023/1/2, 49, 6, 31, 1, 1
2023/1/3, 17, 6, 32, 2, 1
2023/1/4, 18, 7, 34, 2, 1
2023/1/5, 18, 20, 40, 3, 1
2023/1/6, 68, 24, 35, 4, 1
2023/1/7, 78, 27, 37, 4, 1
2023/1/8, 83, 12, 29, 4, 1
2023/1/9, 47, 10, 29, 2, 
2023/1/10, 25, 10, 21, 5, 1
2023/1/11, 27, 13, 21, 8, 1
2023/1/12, 42, 11, 33, 4, 3
2023/1/13, 36, 7, 19, 9, 
2023/1/14, 27, 6, 28, 3, 
2023/1/15, 15, 5, 30, 2, 
2023/1/16, 19, 6, 32, 1, 
2023/1/17, 11, 7, 28, 3, 1
2023/1/18, 24, 7, 33, 3, 1
2023/1/19, 32, 17, 37, 5, 1
2023/1/20, 48, 12, 31, 2, 1
2023/1/21, 30, 7, 28, 3, 1
2023/1/22, 19, 9, 23, 4, 
2023/1/23, 24, 8, 31, 2, 1
2023/1/24, 31, 6, 30, 1, 1
2023/1/25, 16, 6, 31, 2, 1
2023/1/26, 15, 8, 31, 2, 1
2023/1/27, 17, 6, 30, 1, 1
2023/1/28, 22, 7, 29, 2, 1
2023/1/29, 31, 8, 31, 2, 
2023/1/30, 27, 8, 30, 3, 1
2023/1/31, 26, 13, 24, 6, 1
2023/2/1, 35, 10, 32, 3, 1
2023/2/2, 39, 9, 31, 4, 1
2023/2/3, 33, 12, 30, 6, 1
2023/2/4, 46, 7, 35, 1, 1
2023/2/5, 27, 14, 29, 6, 1
2023/2/6, 45, 14, 25, 7, 1
2023/2/7, 50, 13, 39, 3, 1
2023/2/8, 42, 9, 33, 1, 1
2023/2/9, 29, 9, 29, 4, 1
2023/2/10, 22, 7, 35, 3, 1
2023/2/11, 23, 6, 31, 3, 1
2023/2/12, 25, 10, 35, 4, 1
2023/2/13, 30, 6, 35, 1, 1
2023/2/14, 18, 5, 31, 1, 1
2023/2/15, 9, 7, 32, 1, 1
2023/2/16, 11, 9, 31, 3, 1
2023/2/17, 21, 14, 23, 8, 1
2023/2/18, 46, 25, 37, 7, 1
2023/2/19, 57, 16, 36, 3, 1
2023/2/20, 50, 6, 33, 1, 1
2023/2/21, 17, 7, 35, 3, 1
2023/2/22, 22, 12, 26, 4, 1
2023/2/23, 32, 6, 25, 3, 
2023/2/24, 17, 12, 36, 2, 1
2023/2/25, 38, 7, 35, 2, 1
2023/2/26, 19, 9, 38, 4, 
2023/2/27, 36, 9, 34, 3, 1
2023/2/28, 24, 11, 41, 3, 1
2023/3/1, 32, 9, 37, 1, 1
2023/3/2, 30, 8, 37, 2, 1
2023/3/3, 19, 13, 38, 3, 1
2023/3/4, 40, 6, 37, 2, 1
2023/3/5, 23, 9, 36, 3, 1
2023/3/6, 27, 14, 37, 5, 1
2023/3/7, 41, 14, 41, 4, 1
2023/3/8, 53, 16, 37, 2, 3
2023/3/9, 67, 20, 42, 3, 1
2023/3/10, 58, 18, 44, 4, 1
2023/3/11, 64, 16, 47, 1, 1
2023/3/12, 53, 11, 38, 2, 1
2023/3/13, 35, 11, 37, 3, 1
2023/3/14, 34, 9, 43, 1, 1
2023/3/15, 35, 9, 37, 1, 1
2023/3/16, 26, 12, 28, 6, 1
2023/3/17, 33, 11, 37, 3, 1
2023/3/18, 20, 8, 38, 4, 1
2023/3/19, 25, 9, 47, 2, 1
2023/3/20, 32, 13, 39, 1, 
2023/3/21, 28, 12, 40, 4, 1
2023/3/22, 30, 16, 34, 3, 1
2023/3/23, 28, 9, 35, 5, 1
2023/3/24, 22, 34, 37, 2, 1
2023/3/25, 66, 12, 28, 2, 
2023/3/26, 32, 22, 39, 3, 1
2023/3/27, 54, 22, 40, 3, 1
2023/3/28, 52, 17, 42, 3, 1
2023/3/29, 45, 13, 49, 4, 1
2023/3/30, 56, 13, 44, 4, 1
2023/3/31, 41, 14, 71, 3, 1
2022/10/1, 62, 14, 52, 1, 1
2022/10/2, 60, 12, 33, 1, 1
2022/10/3, 42, 10, 29, 1, 1
2022/10/4, 33, 9, 28, 2, 1
2022/10/5, 29, 8, 30, 1, 1
2022/10/6, 24, 7, 25, 3, 1
2022/10/7, 26, 8, 32, 1, 1
2022/10/8, 17, 7, 20, 1, 1
2022/10/9, 25, 8, 32, 3, 1
2022/10/10, 28, 9, 33, 2, 1
2022/10/11, 25, 9, 27, 3, 1
2022/10/12, 28, 14, 40, 3, 1
2022/10/13, 45, 11, 36, 2, 1
2022/10/14, 44, 11, 38, 1, 1
2022/10/15, 46, 11, 36, 1, 1
2022/10/16, 47, 12, 21, 2, 1
2022/10/17, 47, 15, 30, 2, 1
2022/10/18, 42, 10, 31, 1, 1
2022/10/19, 25, 8, 24, 1, 1
2022/10/20, 24, 7, 31, 1, 1
2022/10/21, 31, 10, 24, 1, 1
2022/10/22, 35, 11, 38, 1, 1
2022/10/23, 52, 8, 28, 1, 1
2022/10/24, 24, 7, 25, 1, 1
2022/10/25, 16, 4, 25, 1, 1
2022/10/26, 24, 7, 18, 4, 1
2022/10/27, 28, 8, 26, 3, 1
2022/10/28, 34, 7, 29, 1, 1
2022/10/29, 33, 8, 28, 1, 1
2022/10/30, 25, 9, 28, 2, 1
2022/10/31, 32, 8, 20, 2, 
2022/11/1, 41, 6, 24, 2, 
2022/11/2, 37, 11, 23, 1, 
2022/11/3, 44, 16, 37, 3, 1
2022/11/4, 59, 8, 31, 1, 1
2022/11/5, 29, 6, 27, 1, 
2022/11/6, 28, 8, 20, 1, 1
2022/11/7, 28, 12, 36, 2, 1
2022/11/8, 51, 13, 35, 2, 1
2022/11/9, 52, 14, 29, 2, 1
2022/11/10, 57, 22, 37, 3, 1
2022/11/11, 76, 17, 39, 1, 1
2022/11/12, 68, 10, 30, 2, 
2022/11/13, 44, 6, 26, 1, 1
2022/11/14, 28, 8, 30, 1, 1
2022/11/15, 37, 10, 36, 2, 1
2022/11/16, 49, 10, 33, 3, 1
2022/11/17, 57, 10, 34, 3, 1
2022/11/18, 57, 14, 32, 3, 1
2022/11/19, 55, 9, 26, 4, 1
2022/11/20, 51, 13, 29, 4, 1
2022/11/21, 54, 11, 30, 4, 1
2022/11/22, 54, 9, 24, 4, 
2022/11/23, 42, 5, 26, 3, 1
2022/11/24, 24, 8, 27, 4, 1
2022/11/25, 35, 12, 21, 5, 
2022/11/26, 49, 13, 31, 2, 1
2022/11/27, 53, 10, 31, 2, 1
2022/11/28, 41, 13, 30, 2, 1
2022/11/29, 35, 8, 28, 1, 1
2022/11/30, 26, 8, 26, 2, 2
2022/12/1, 17, 8, 27, 2, 2
2022/12/2, 17, 8, 21, 3, 1
2022/12/3, 27, 14, 19, 5, 1
2022/12/4, 48, 7, 27, 3, 1
2022/12/5, 21, 6, 29, 2, 1
2022/12/6, 16, 11, 23, 3, 1
2022/12/7, 35, 12, 34, 4, 1
2022/12/8, 44, 10, 32, 3, 1
2022/12/9, 41, 15, 30, 5, 2
2022/12/10, 51, 10, 34, 2, 1
2022/12/11, 37, 9, 31, 2, 1
2022/12/12, 19, 8, 33, 3, 
2022/12/13, 29, 19, 28, 2, 1
2022/12/14, 48, 8, 29, 2, 1
2022/12/15, 17, 11, 26, 4, 1
2022/12/16, 33, 13, 23, 5, 1
2022/12/17, 40, 5, 26, 1, 1
2022/12/18, 14, 5, 29, 2, 1
2022/12/19, 14, 8, 28, 3, 1
2022/12/20, 30, 12, 20, 4, 1
2022/12/21, 40, 6, 28, 5, 
2022/12/22, 23, 6, 32, 1, 1
2022/12/23, 19, 5, 29, 1, 
2022/12/24, 17, 7, 33, 1, 
2022/12/25, 12, 8, 31, 3, 1
2022/12/26, 22, 4, 31, 2, 
2022/12/27, 14, 10, 27, 4, 1
2022/12/28, 29, 12, 33, 4, 1
2022/12/29, 32, 6, 31, 2, 1
2022/12/30, 27, 9, 34, 3, 1
2022/12/31, 37, 9, 33, 2, 
2023/1/1, 36, 15, 34, 2, 1
2022/7/1, 65, 17, 21, 1, 1
2022/7/2, 44, 11, 11, 1, 1
2022/7/3, 21, 9, 10, 1, 1
2022/7/4, 21, 12, 13, 1, 1
2022/7/5, 26, 12, 30, 2, 1
2022/7/6, 40, 16, 40, 3, 1
2022/7/7, 57, 22, 30, 1, 1
2022/7/8, 55, 11, 18, 1, 1
2022/7/9, 41, 9, 23, 2, 1
2022/7/10, 31, 9, 20, 1, 1
2022/7/11, 28, 16, 24, 1, 1
2022/7/12, 43, 12, 34, 2, 1
2022/7/13, 36, 10, 30, 1, 
2022/7/14, 47, 21, 31, 1, 
2022/7/15, 46, 13, 35, 1, 
2022/7/16, 34, 18, 43, 1, 
2022/7/17, 47, 23, 38, 1, 1
2022/7/18, 55, 18, 14, 1, 
2022/7/19, 38, 19, 50, 1, 
2022/7/20, 48, 21, 42, 1, 
2022/7/21, 61, 19, 45, 1, 
2022/7/22, 49, 9, 37, 1, 
2022/7/23, 30, 11, 36, 1, 1
2022/7/24, 39, 19, 37, 1, 1
2022/7/25, 50, 35, 66, 2, 1
2022/7/26, 80, 26, 25, 2, 2
2022/7/27, 55, 12, 13, 1, 1
2022/7/28, 23, 11, 12, 2, 2
2022/7/29, 23, 18, 11, 1, 
2022/7/30, 26, 19, 8, 1, 1
2022/7/31, 35, 10, 10, 1, 
2022/8/1, 29, 12, 20, 1, 1
2022/8/2, 36, 19, 36, 1, 1
2022/8/3, 52, 29, 37, 2, 1
2022/8/4, 63, 23, 33, 2, 1
2022/8/5, 48, 17, 33, 2, 1
2022/8/6, 44, 15, 29, 1, 1
2022/8/7, 40, 21, 18, 1, 1
2022/8/8, 56, 24, 15, 2, 4
2022/8/9, 63, 16, 13, 1, 2
2022/8/10, 42, 9, 13, 1, 1
2022/8/11, 27, 16, 13, 2, 1
2022/8/12, 23, 22, 25, 1, 1
2022/8/13, 48, 25, 26, 1, 1
2022/8/14, 60, 25, 18, 1, 2
2022/8/15, 60, 25, 12, 1, 1
2022/8/16, 52, 22, 16, 2, 1
2022/8/17, 51, 12, 47, 1, 1
2022/8/18, 42, 17, 45, 1, 1
2022/8/19, 51, 24, 29, 2, 1
2022/8/20, 59, 18, 37, 1, 1
2022/8/21, 41, 24, 23, 1, 1
2022/8/22, 49, 23, 32, 1, 1
2022/8/23, 58, 23, 42, 1, 1
2022/8/24, 57, 25, 50, 1, 1
2022/8/25, 57, 15, 53, 2, 1
2022/8/26, 49, 21, 55, 1, 1
2022/8/27, 64, 14, 40, 1, 1
2022/8/28, 49, 14, 37, 1, 1
2022/8/29, 42, 15, 28, 2, 1
2022/8/30, 40, 18, 12, 1, 1
2022/8/31, 23, 16, 15, 1, 
2022/9/1, 28, 11, 43, 1, 1
2022/9/2, 27, 14, 18, 1, 1
2022/9/3, 26, 14, 15, 2, 1
2022/9/4, 22, 13, 13, 1, 1
2022/9/5, 19, 22, 19, 1, 
2022/9/6, 36, 8, 44, 2, 1
2022/9/7, 30, 11, 34, 1, 1
2022/9/8, 23, 12, 27, 2, 1
2022/9/9, 13, 11, 36, 1, 1
2022/9/10, 7, 11, 36, 1, 1
2022/9/11, 8, 15, 49, 1, 1
2022/9/12, 53, 14, 42, 1, 1
2022/9/13, 41, 24, 49, 2, 1
2022/9/14, 60, 17, 36, 2, 1
2022/9/15, 55, 13, 35, 1, 1
2022/9/16, 43, 12, 29, 1, 
2022/9/17, 32, 31, 19, 2, 1
2022/9/18, 52, 35, 28, 1, 1
2022/9/19, 52, 8, 32, 1, 
2022/9/20, 24, 7, 31, 1, 1
2022/9/21, 27, 8, 20, 2, 
2022/9/22, 27, 11, 18, 3, 
2022/9/23, 30, 12, 47, 2, 1
2022/9/24, 50, 11, 46, 1, 1
2022/9/25, 36, 13, 43, 1, 1
2022/9/26, 55, 15, 34, 5, 1
2022/9/27, 56, 14, 38, 2, 1
2022/9/28, 42, 7, 37, 2, 1
2022/9/29, 31, 9, 47, 1, 1
2022/9/30, 43, 16, 54, 2, 1
2022/4/1, 29, 9, 41, 1, 1
2022/4/2, 39, 9, 35, 3, 1
2022/4/3, 43, 8, 41, 3, 1
2022/4/4, 41, 9, 46, 3, 1
2022/4/5, 33, 9, 48, 2, 2
2022/4/6, 46, 13, 52, 3, 1
2022/4/7, 59, 20, 59, 4, 1
2022/4/8, 74, 20, 66, 2, 1
2022/4/9, 74, 16, 48, 2, 1
2022/4/10, 69, 15, 38, 2, 
2022/4/11, 66, 12, 30, 2, 1
2022/4/12, 44, 11, 33, 3, 1
2022/4/13, 49, 10, 19, 5, 1
2022/4/14, 48, 6, 28, 3, 1
2022/4/15, 26, 6, 39, 1, 1
2022/4/16, 30, 9, 44, 2, 1
2022/4/17, 47, 10, 40, 3, 1
2022/4/18, 44, 14, 60, 5, 1
2022/4/19, 66, 15, 60, 2, 1
2022/4/20, 65, 13, 41, 3, 1
2022/4/21, 54, 9, 43, 2, 1
2022/4/22, 41, 13, 38, 2, 1
2022/4/23, 58, 11, 33, 4, 1
2022/4/24, 52, 8, 37, 2, 1
2022/4/25, 39, 14, 36, 1, 1
2022/4/26, 37, 11, 33, 4, 1
2022/4/27, 42, 12, 47, 2, 1
2022/4/28, 48, 6, 38, 1, 1
2022/4/29, 26, 6, 43, 1, 1
2022/4/30, 25, 8, 44, 1, 1
2022/5/1, 40, 9, 44, 1, 1
2022/5/2, 49, 12, 44, 1, 1
2022/5/3, 45, 10, 57, 1, 1
2022/5/4, 55, 11, 44, 1, 1
2022/5/5, 53, 10, 44, 1, 1
2022/5/6, 47, 10, 47, 1, 1
2022/5/7, 46, 8, 43, 1, 1
2022/5/8, 42, 6, 34, 2, 1
2022/5/9, 32, 6, 40, 2, 1
2022/5/10, 24, 8, 36, 5, 1
2022/5/11, 36, 8, 34, 2, 1
2022/5/12, 33, 6, 23, 4, 1
2022/5/13, 23, 7, 43, 3, 1
2022/5/14, 39, 10, 39, 2, 1
2022/5/15, 45, 11, 43, 3, 1
2022/5/16, 54, 19, 45, 4, 2
2022/5/17, 63, 11, 64, 2, 1
2022/5/18, 54, 11, 66, 1, 1
2022/5/19, 57, 19, 54, 4, 1
2022/5/20, 64, 12, 47, 1, 1
2022/5/21, 47, 14, 60, 2, 1
