date, pm25, pm10, o3, no2, so2, co
2025/5/13, 65, 19, 74, 2, 1, 
2025/5/14, 72, 16, 53, 1, 1, 
2025/5/15, 60, 13, 30, 1, 1, 
2025/5/16, 54, 10, 16, 1, , 
2025/5/17, 38, 14, 34, 2, 1, 
2025/5/18, 54, 22, 45, 3, 1, 
2025/5/19, 69, 31, 46, 1, 4, 
2025/5/20, 88, 25, 20, 2, 1, 
2025/5/21, 75, 7, 31, 1, 1, 
2025/5/22, 32, 14, 47, 1, 1, 
2025/5/23, 53, 11, 32, 1, , 
2025/5/24, 47, 4, 27, 2, , 
2025/5/25, 23, 8, 26, 1, 1, 
2025/5/26, 36, 11, 46, 1, 1, 
2025/5/27, 40, 13, 48, 2, 1, 
2025/5/28, 55, 11, 24, 2, , 
2025/5/29, 46, 11, 37, 2, 1, 
2025/5/30, 48, 10, 50, 1, 1, 
2025/5/31, 44, 12, 45, 1, 1, 
2025/6/1, 49, 15, 45, 1, 1, 
2025/6/2, 58, 7, 34, 2, 1, 
2025/6/3, 35, 11, 45, 1, 1, 
2025/6/4, 47, 12, 54, 1, 1, 
2025/6/5, 54, 14, 51, 2, 1, 
2025/6/6, 56, 18, 45, 4, 1, 
2025/6/7, 65, 21, 17, 1, 1, 
2025/6/8, 70, 13, 29, 2, , 
2025/6/9, 46, 6, 18, 4, 1, 
2025/6/10, 22, 9, 33, 2, , 
2025/6/11, 38, 18, 25, 1, , 
2025/6/12, 62, 14, 28, 1, , 
2025/6/13, 52, 9, 29, 1, , 
2025/6/14, 30, 11, 26, 2, 1, 
2025/6/15, 34, 13, 14, 1, , 
2025/6/16, 49, 10, 34, 1, 1, 
2025/6/17, 45, 23, 33, 1, 1, 
2025/6/18, 62, 19, 45, 1, 1, 
2025/6/19, 62, 29, 64, 1, 1, 
2025/6/20, 69, 26, 30, 1, , 
2025/6/21, 59, 24, 15, 1, 1, 
2025/6/22, 55, 16, 19, 2, 1, 
2025/6/23, 53, 15, 12, 1, , 
2025/6/24, 27, 21, 9, 1, , 
2025/6/25, 29, 16, 20, 2, 1, 
2025/6/26, 48, 18, 48, 2, 1, 
2025/6/27, 54, 23, 49, 1, 1, 
2025/6/28, 66, 23, 42, 1, 1, 
2025/6/29, 64, 30, 45, 1, 1, 
2025/6/30, 77, 32, 37, 2, 1, 
2025/1/1, 34, , , , , 
2025/1/6, 49, 9, 28, 1, , 
2025/1/7, 38, 7, 27, 1, 1, 
2025/1/8, 28, 2, 28, 1, , 
2025/1/9, 26, 5, 28, 2, 1, 
2025/1/10, 16, 5, 23, 1, , 
2025/1/11, 31, 7, 26, 1, 1, 
2025/1/12, 31, 9, 25, 4, , 
2025/1/13, 42, 13, 31, 3, , 
2025/1/14, 47, 11, 27, 2, , 
2025/1/15, 40, 6, 27, 3, , 
2025/1/16, 28, 4, 25, 3, , 
2025/1/17, 27, 4, 26, 2, , 
2025/1/18, 31, 5, 23, 1, , 
2025/1/19, 26, 5, 28, 2, 1, 
2025/1/20, 33, 6, 34, 2, , 
2025/1/21, 38, 14, 35, 4, , 
2025/1/22, 60, 13, 33, 3, 1, 
2025/1/23, 57, 22, 33, 5, 1, 
2025/1/24, 76, 6, 36, 3, , 
2025/1/25, 39, 6, 30, 2, , 
2025/1/26, 25, 3, 19, 4, 1, 
2025/1/27, 23, 8, 29, 3, , 
2025/1/28, 31, 4, 31, 2, , 
2025/1/29, 20, 10, 37, 1, , 
2025/1/30, 44, 15, 32, 4, 1, 
2025/1/31, 65, 21, 33, 3, , 
2025/2/1, 68, 7, 24, 3, , 
2025/2/2, 32, 6, 39, 2, 1, 
2025/2/3, 36, 7, 35, 3, 1, 
2025/2/4, 30, 3, 34, 1, 1, 
2025/2/5, 26, 8, 30, 2, 1, 
2025/2/6, 25, 6, 33, 2, 1, 
2025/2/7, 33, 2, 33, 1, 1, 
2025/2/8, 27, 4, 27, 2, 1, 
2025/2/9, 21, 6, 32, 3, , 
2025/2/10, 25, 6, 35, 2, , 
2025/2/11, 32, 5, 30, 3, 1, 
2025/2/12, 30, 6, 33, 2, 1, 
2025/2/13, 31, 6, 34, 2, , 
2025/2/14, 35, 7, 31, 4, 1, 
2025/2/15, 35, 9, 29, 4, 1, 
2025/2/16, 45, 9, 37, 2, 1, 
2025/2/17, 49, 8, 36, 1, , 
2025/2/18, 35, 5, 34, 2, 1, 
2025/2/19, 31, 7, 35, 3, 1, 
2025/2/20, 26, 9, 36, 2, 1, 
2025/2/21, 34, 7, 37, 2, 1, 
2025/2/22, 33, 6, 38, 1, , 
2025/2/23, 32, 5, 32, 1, , 
2025/2/24, 33, 6, 30, 4, , 
2025/2/25, 34, 6, 40, 3, , 
2025/2/26, 31, 12, 43, 4, 1, 
2025/2/27, 55, 22, 23, 9, 1, 
2025/2/28, 73, 14, 32, 3, , 
2025/3/1, 56, 15, 17, 3, , 
2025/3/2, 59, 7, 35, 3, , 
2025/3/3, 31, 5, 30, 5, , 
2025/3/4, 26, 4, 22, 7, , 
2025/3/5, 30, 4, 34, 1, 1, 
2025/3/6, 20, 8, 37, 2, 1, 
2025/3/7, 29, 8, 32, 4, , 
2025/3/8, 40, 9, 41, 2, 1, 
2025/3/9, 47, 7, 38, 2, 1, 
2025/3/10, 38, 8, 31, 3, , 
2025/3/11, 44, 13, 27, 5, , 
2025/3/12, 53, 18, 41, 5, 1, 
2025/3/13, 62, 12, 34, 3, 1, 
2025/3/14, 47, 7, 34, 2, , 
2025/3/15, 26, 2, 27, 2, , 
2025/3/16, 19, 8, 38, 1, , 
2025/3/17, 45, 6, 36, 1, , 
2025/3/18, 33, 8, 40, 1, , 
2025/3/19, 37, 11, 44, 2, 1, 
2025/3/20, 42, 16, 65, 3, 1, 
2025/3/21, 59, 17, 64, 2, 1, 
2025/3/22, 60, 17, 63, 3, 1, 
2025/3/23, 60, 17, 59, 2, 2, 
2025/3/24, 60, 30, 64, 2, 1, 
2025/3/25, 81, 29, 66, 2, 1, 
2025/3/26, 80, 18, 44, 5, 1, 
2025/3/27, 62, 10, 38, 3, 1, 
2025/3/28, 42, 8, 38, 2, 1, 
2025/3/29, 36, 8, 39, 1, 1, 
2025/3/30, 32, 7, 38, 1, 1, 
2025/3/31, 32, 7, 36, 2, 1, 
2024/10/1, 38, 13, 20, 1, 1, 
2024/10/2, 46, 3, 11, 2, , 
2024/10/3, 19, 4, 13, 2, , 
2024/10/4, 20, 7, 20, 1, , 
2024/10/5, 27, 6, 3, 1, , 
2024/10/6, 24, 5, 10, 3, 1, 
2024/10/7, 32, 2, 20, 2, , 
2024/10/8, 16, 4, 21, 1, , 
2024/10/9, 25, 6, 27, 1, 1, 
2024/10/10, 33, 10, 26, 1, 1, 
2024/10/11, 33, 4, 27, 1, 1, 
2024/10/12, 33, 7, 25, 2, , 
2024/10/13, 35, 6, 22, 1, , 
2024/10/14, 34, 6, 21, 1, 1, 
2024/10/15, 31, 9, 14, 1, 1, 
2024/10/16, 38, 8, 25, 1, 1, 
2024/10/17, 40, 9, 21, 2, 1, 
2024/10/18, 43, 8, 22, 1, 1, 
2024/10/19, 29, 4, 23, 1, 1, 
2024/10/20, 22, 5, 18, 1, , 
2024/10/21, 29, 5, 10, 2, , 
2024/10/22, 31, 8, 15, 2, , 
2024/10/23, 33, 9, 13, 2, 1, 
2024/10/24, 51, 9, 32, 1, 1, 
2024/10/25, 38, 8, 3, 1, , 
2024/10/26, 38, 14, 13, 3, , 
2024/10/27, 48, 3, 26, 1, , 
2024/10/28, 19, 11, 22, 2, , 
2024/10/29, 44, 6, 24, 2, 1, 
2024/10/30, 29, 5, 24, 2, , 
2024/10/31, 28, 5, 26, 3, , 
2024/11/1, 41, 3, 29, 2, , 
2024/11/2, 21, 7, 30, 1, , 
2024/11/3, 42, 9, 15, 2, , 
2024/11/4, 48, 13, 31, 1, 1, 
2024/11/5, 52, 7, 27, 1, 2, 
2024/11/6, 37, 5, 29, 1, 1, 
2024/11/7, 26, 4, 29, 1, 1, 
2024/11/8, 31, 4, 24, 2, , 
2024/11/9, 32, 5, 15, 1, 1, 
2024/11/10, 38, 12, 21, 1, 1, 
2024/11/11, 48, 10, 13, 3, 1, 
2024/11/12, 52, 10, 26, 1, , 
2024/11/13, 60, 15, 23, 1, , 
2024/11/14, 56, 16, 4, 3, 1, 
2024/11/15, 71, 20, 8, 2, , 
2024/11/16, 74, 15, 18, 2, 2, 
2024/11/17, 62, 5, 27, 1, 1, 
2024/11/18, 18, 4, 30, 1, 1, 
2024/11/19, 22, 6, 23, 1, , 
2024/11/20, 34, 7, 22, 1, , 
2024/11/21, 40, 10, 34, 1, 1, 
2024/11/22, 44, 6, 28, 1, 1, 
2024/11/23, 25, 4, 24, 1, 1, 
2024/11/24, 31, 3, 22, 1, 1, 
2024/11/25, 25, 6, 20, 4, 1, 
2024/11/26, 33, 8, 21, 2, 1, 
2024/11/27, 41, 6, 24, 1, 1, 
2024/11/28, 22, 2, 24, 1, , 
2024/11/29, 25, 5, 25, 1, , 
2024/11/30, 26, 6, 20, 1, , 
2024/12/1, 28, 9, 15, 2, , 
2024/12/2, 35, 13, 34, 2, 1, 
2024/12/3, 48, 6, 28, 1, 1, 
2024/12/4, 38, 4, 29, 2, , 
2024/12/5, 28, 7, 30, 2, 1, 
2024/12/6, 35, 8, 26, 1, 1, 
2024/12/7, 32, 5, 25, 1, , 
2024/12/8, 23, 3, 19, 2, 3, 
2024/12/9, 20, 5, 22, 1, 2, 
2024/12/10, 29, 5, 18, 2, 1, 
2024/12/11, 35, 4, 23, 2, 1, 
2024/12/12, 24, 4, 26, 1, 1, 
2024/12/13, 30, 5, 31, 1, , 
2024/12/14, 31, 6, 28, 1, , 
2024/12/15, 28, 6, 17, 3, , 
2024/12/16, 32, 4, 19, 2, , 
2024/12/17, 29, 7, 20, 2, , 
2024/12/18, 31, 4, 24, 2, , 
2024/12/19, 31, 6, 17, 1, 2, 
2024/12/20, 24, 6, 31, 1, 1, 
2024/12/21, 33, 10, 32, 1, , 
2024/12/22, 40, 4, 26, 2, , 
2024/12/23, 28, 7, 31, 2, , 
2024/12/24, 33, 9, 21, 4, 1, 
2024/12/25, 41, 7, 30, 2, , 
2024/12/26, 40, 11, 31, 1, , 
2024/12/27, 42, 5, 26, 2, , 
2024/12/28, 30, 5, 18, 1, , 
2024/12/29, 26, , , , , 
2024/7/1, 27, 12, 17, 1, , 
2024/7/2, 39, 21, 18, 1, 1, 
2024/7/3, 58, 17, 17, 1, , 
2024/7/4, 55, 3, 4, 1, 2, 
2024/7/5, 43, 10, 26, 2, 1, 
2024/7/6, 55, 11, 14, 2, 1, 
2024/7/7, 43, 7, 16, 1, , 
2024/7/8, 38, 13, 11, 1, 1, 
2024/7/9, 41, 11, 8, 1, 1, 
2024/7/10, 47, 7, 11, 1, , 
2024/7/11, 31, 5, 19, 1, , 
2024/7/12, 32, 13, 18, 1, , 
2024/7/13, 47, 13, 6, 1, , 
2024/7/14, 44, 7, 5, 1, , 
2024/7/15, 32, 12, 11, 1, 1, 
2024/7/16, 35, 13, 11, 1, 1, 
2024/7/17, 38, 10, 8, 1, , 
2024/7/18, 32, 18, 12, 1, 1, 
2024/7/19, 44, 12, 12, 1, 1, 
2024/7/20, 47, 15, 14, 2, 1, 
2024/7/21, 49, 12, 17, 1, , 
2024/7/22, 62, 16, 22, 1, 1, 
2024/7/23, 49, 6, 13, 1, , 
2024/7/24, 28, 7, 9, 1, , 
2024/7/25, 26, 3, 10, 1, , 
2024/7/26, 27, 8, 17, 1, 1, 
2024/7/27, 26, 14, 22, 2, 1, 
2024/7/28, 39, 17, 23, 2, 1, 
2024/7/29, 54, 9, 25, 2, 1, 
2024/7/30, 43, 10, 30, 2, 1, 
2024/7/31, 41, 13, 28, 2, 1, 
2024/8/1, 47, 13, 35, 2, , 
2024/8/2, 51, 22, 41, 1, , 
2024/8/3, 66, 24, 39, 1, 1, 
2024/8/4, 67, 25, 39, 1, , 
2024/8/5, 67, 23, 39, 2, 1, 
2024/8/6, 65, 19, 38, 2, 1, 
2024/8/7, 66, 10, 43, 2, 1, 
2024/8/8, 55, 10, 43, 2, 1, 
2024/8/9, 51, 9, 38, 2, , 
2024/8/10, 52, 7, 39, 1, 1, 
2024/8/11, 38, 9, 38, 1, 1, 
2024/8/12, 39, 10, 35, 1, 1, 
2024/8/13, 42, 12, 39, 1, 1, 
2024/8/14, 46, 14, 45, 1, 1, 
2024/8/15, 52, 14, 36, 1, 1, 
2024/8/16, 51, 8, 35, 2, 1, 
2024/8/17, 42, 12, 40, 1, 1, 
2024/8/18, 50, 16, 8, 2, , 
2024/8/19, 48, 5, 21, 1, 1, 
2024/8/20, 28, 5, 14, 1, , 
2024/8/21, 33, 6, 21, 1, 1, 
2024/8/22, 29, 7, 20, 1, 1, 
2024/8/23, 26, 6, 24, 1, 1, 
2024/8/24, 28, 8, 28, 1, 1, 
2024/8/25, 37, 7, 13, 1, 1, 
2024/8/26, 28, 6, 12, 1, , 
2024/8/27, 20, 6, 14, 1, , 
2024/8/28, 22, 3, 17, 1, , 
2024/8/29, 20, 8, 13, 1, , 
2024/8/30, 22, 6, 19, 1, 1, 
