date, pm25, pm10, o3, no2, so2
2024/2/24, 15, 3, 29, 1, 
2024/2/25, 16, 1, 34, 1, 
2024/2/26, 14, 5, 36, , 
2024/2/27, 25, 4, 35, 1, 1
2024/2/28, 21, 6, 30, 5, 1
2024/2/29, 23, 5, 37, 2, 1
2024/3/1, 27, 5, 35, 1, 1
2024/3/2, 27, 7, 37, 1, 1
2024/3/3, 23, 13, 44, 1, 1
2024/3/4, 46, 11, 34, 3, 
2024/3/5, 38, 4, 37, 1, 
2024/3/6, 21, 5, 37, 1, 1
2024/3/7, 29, 6, 43, 1, 1
2024/3/8, 34, 6, 37, 1, 
2024/3/9, 38, 4, 37, 1, 
2024/3/10, 21, 4, 43, 1, 
2024/3/11, 24, 5, 44, 2, 1
2024/3/12, 30, 9, 43, 1, 
2024/3/13, 41, 9, 38, 1, 1
2024/3/14, 34, 8, 51, 1, 1
2024/3/15, 42, 11, 53, 3, 1
2024/3/16, 43, 13, 38, 3, 1
2024/3/17, 47, 10, 37, 1, 1
2024/3/18, 35, 7, 33, 1, 1
2024/3/19, 36, 5, 37, 1, 
2024/3/20, 30, 5, 37, 1, 1
2024/3/21, 35, 5, 37, 2, 1
2024/3/22, 36, 5, 31, 4, 1
2024/3/23, 35, 3, 24, 5, 1
2024/3/24, 23, 5, 16, 6, 1
2024/3/25, 30, 2, 35, 4, 
2024/3/26, 15, 4, 35, 1, 1
2024/3/27, 21, 4, 40, 1, 1
2024/3/28, 19, 12, 39, 1, 1
2024/3/29, 39, 17, 51, 1, 1
2024/3/30, 52, 15, 50, 1, 1
2024/3/31, 61, 11, 48, 2, 1
2023/10/1, 54, 6, 35, 1, 1
2023/10/2, 30, 5, 35, 1, 1
2023/10/3, 29, 10, 39, 1, 1
2023/10/4, 43, 9, 33, 1, 1
2023/10/5, 44, 6, 34, 1, 1
2023/10/6, 27, 4, 33, 1, 
2023/10/7, 30, 6, 29, 1, 1
2023/10/8, 29, 3, 25, 1, 1
2023/10/9, 26, 4, 38, 1, 1
2023/10/10, 30, 8, 37, 1, 1
2023/10/11, 44, 5, 37, 1, 1
2023/10/12, 35, 4, 39, 1, 1
2023/10/13, 30, 7, 29, 1, 1
2023/10/14, 37, 8, 34, 1, 1
2023/10/15, 41, 9, 43, 1, 1
2023/10/16, 50, 10, 40, 2, 1
2023/10/17, 55, 11, 40, 1, 1
2023/10/18, 49, 12, 44, 1, 1
2023/10/19, 48, 12, 36, 1, 6
2023/10/20, 51, 3, 33, 1, 
2023/10/21, 24, 4, 36, 1, 1
2023/10/22, 29, 5, 40, 1, 1
2023/10/23, 40, 8, 40, 1, 1
2023/10/24, 46, 11, 40, 2, 2
2023/10/25, 50, 15, 44, 2, 1
2023/10/26, 57, 10, 44, 1, 1
2023/10/27, 49, 6, 36, 1, 1
2023/10/28, 36, 3, 32, 1, 1
2023/10/29, 19, 6, 32, 1, 1
2023/10/30, 21, 6, 32, 2, 2
2023/10/31, 39, 8, 44, 1, 1
2023/11/1, 46, 10, 45, 1, 1
2023/11/2, 49, 14, 46, 2, 1
2023/11/3, 60, 18, 44, 2, 2
2023/11/4, 64, 13, 35, 1, 1
2023/11/5, 52, 19, 36, 1, 1
2023/11/6, 32, 11, 35, 1, 1
2023/11/7, 39, 5, 34, 1, 1
2023/11/8, 33, 7, 33, 1, 1
2023/11/9, 38, 6, 33, 1, 
2023/11/10, 20, 3, 28, 1, 1
2023/11/11, 17, 2, 27, 1, 
2023/11/12, 22, 2, 29, 1, 
2023/11/13, 17, 2, 31, 1, 1
2023/11/14, 20, 4, 25, 1, 1
2023/11/15, 32, 4, 39, 1, 1
2023/11/16, 31, 4, 33, 1, 
2023/11/17, 20, 3, 25, 1, 
2023/11/18, 16, 3, 32, 1, 1
2023/11/19, 21, 7, 34, 1, 1
2023/11/20, 31, 3, 25, 2, 1
2023/11/21, 19, 6, 26, 3, 1
2023/11/22, 38, 7, 29, 2, 1
2023/11/23, 42, 12, 34, 1, 1
2023/11/24, 44, 3, 32, 1, 1
2023/11/25, 17, 4, 27, 1, 1
2023/11/26, 23, 5, 22, 1, 1
2023/11/27, 32, 9, 34, 1, 1
2023/11/28, 44, 7, 28, 1, 
2023/11/29, 36, 6, 30, 1, 1
2023/11/30, 32, 2, 29, 1, 1
2023/12/1, 15, 3, 32, 1, 
2023/12/2, 17, 5, 28, 1, 
2023/12/3, 28, 7, 29, 2, 1
2023/12/4, 32, 10, 22, 4, 1
2023/12/5, 37, 6, 26, 4, 1
2023/12/6, 32, 6, 32, 1, 1
2023/12/7, 31, 11, 32, 1, 1
2023/12/8, 40, 8, 28, 2, 1
2023/12/9, 38, 9, 23, 2, 1
2023/12/10, 41, 13, 35, 5, 1
2023/12/11, 78, 4, 31, 1, 
2023/12/12, 17, 2, 30, 1, 1
2023/12/13, 15, 3, 23, 4, 1
2023/12/14, 22, 5, 32, 1, 
2023/12/15, 27, 8, 24, 4, 1
2023/12/16, 33, 2, 30, 1, 
2023/12/17, 17, 2, 32, 1, 
2023/12/18, 16, 3, 25, 2, 1
2023/12/19, 19, 4, 27, 1, 1
2023/12/20, 22, 5, 29, 1, 1
2023/12/21, 20, 2, 28, 1, 
2023/12/22, 16, 2, 33, 1, 
2023/12/23, 16, 3, 28, 1, 1
2023/12/24, 22, 4, 30, 1, 1
2023/12/25, 23, 7, 30, 2, 1
2023/12/26, 30, 8, 32, 2, 1
2023/12/27, 31, 10, 31, 2, 1
2023/12/28, 42, 13, 40, 2, 1
2023/12/29, 51, 13, 36, 2, 1
2023/12/30, 54, 13, 36, 1, 1
2023/12/31, 52, 4, 33, 1, 
2023/7/1, 21, 8, 39, 1, 1
2023/7/2, 23, 17, 30, 1, 1
2023/7/3, 44, 17, 44, 1, 1
2023/7/4, 59, 13, 27, 1, 
2023/7/5, 35, 10, 40, 1, 1
2023/7/6, 36, 18, 39, 1, 1
2023/7/7, 46, 31, 14, 1, 1
2023/7/8, 55, 29, 17, 1, 1
2023/7/9, 62, 29, 19, 1, 1
2023/7/10, 59, 20, 21, 1, 1
2023/7/11, 59, 19, 14, 1, 1
2023/7/12, 51, 24, 11, 1, 1
2023/7/13, 53, 17, 11, 1, 1
2023/7/14, 38, 16, 14, 2, 
2023/7/15, 28, 10, 16, 1, 
2023/7/16, 25, 11, 27, 1, 1
2023/7/17, 34, 15, 27, 1, 1
2023/7/18, 46, 11, 12, 1, 1
2023/7/19, 35, 6, 34, 1, 1
2023/7/20, 28, 10, 39, 1, 1
2023/7/21, 37, 11, 31, 1, 1
2023/7/22, 26, 9, 30, 1, 1
2023/7/23, 25, 11, 24, 1, 
2023/7/24, 29, 14, 21, 1, 
2023/7/25, 40, 16, 37, 1, 1
2023/7/26, 48, 20, 39, 1, 1
2023/7/27, 62, 25, 34, 1, 1
2023/7/28, 59, 9, 26, 1, 1
2023/7/29, 32, 10, 20, 1, 
2023/7/30, 29, 9, 17, 1, 
2023/7/31, 18, 9, 15, 1, 1
2023/8/1, 29, 26, 10, 1, 1
2023/8/2, 40, 9, 18, 1, 
2023/8/3, 23, 11, 18, 1, 
2023/8/4, 20, 10, 16, 1, 
2023/8/5, 17, 9, 18, 1, 
2023/8/6, 16, 26, 14, , 
2023/8/7, 28, 29, 9, 1, 3
2023/8/8, 46, 41, 13, 1, 1
2023/8/9, 57, 28, 13, 1, 1
2023/8/10, 27, 17, 18, 1, 
2023/8/11, 27, 18, 28, 1, 1
2023/8/12, 37, 16, 30, 1, 1
2023/8/13, 50, 10, 16, 1, 1
2023/8/14, 29, 8, 15, , 
2023/8/15, 21, 16, 25, 1, 1
2023/8/16, 28, 12, 22, 1, 
2023/8/17, 21, 13, 23, 1, 
2023/8/18, 23, 17, 16, 1, 
2023/8/19, 28, 19, 37, 1, 1
2023/8/20, 43, 16, 24, 1, 
2023/8/21, 38, 8, 15, 1, 
2023/8/22, 23, 14, 8, 1, 
2023/8/23, 23, 9, 10, 1, 
2023/8/24, 17, 4, 17, 1, 
2023/8/25, 15, 6, 12, 1, 
2023/8/26, 17, 7, 25, 1, 1
2023/8/27, 21, 5, 19, 1, 
2023/8/28, 15, 8, 16, , 
2023/8/29, 18, 15, 12, 1, 
2023/8/30, 16, 21, 10, 1, 
2023/8/31, 34, 9, 12, 1, 
2023/9/1, 22, 8, 13, 1, 
2023/9/2, 17, 9, 42, 1, 1
2023/9/3, 32, 13, 31, 1, 1
2023/9/4, 41, 12, 27, 1, 
2023/9/5, 24, 6, 24, 1, 1
2023/9/6, 20, 4, 32, 1, 1
2023/9/7, 23, 8, 29, 1, 1
2023/9/8, 32, 10, 37, 1, 1
2023/9/9, 38, 13, 27, 1, 1
2023/9/10, 39, 7, 19, 1, 
2023/9/11, 21, 7, 22, 1, 
2023/9/12, 22, 10, 29, 1, 
2023/9/13, 27, 9, 19, 1, 
2023/9/14, 21, 8, 25, 1, 
2023/9/15, 21, 13, 23, 1, 1
2023/9/16, 32, 11, 18, 1, 
2023/9/17, 28, 8, 13, 1, 
2023/9/18, 29, 14, 15, 1, 
2023/9/19, 45, 22, 17, 1, 1
2023/9/20, 59, 9, 10, 1, 1
2023/9/21, 28, 9, 23, 1, 1
2023/9/22, 29, 2, 34, 1, 1
2023/9/23, 20, 4, 36, 1, 1
2023/9/24, 26, 7, 37, , 1
2023/9/25, 34, 7, 42, 1, 1
2023/9/26, 32, 7, 37, 1, 1
2023/9/27, 33, 13, 35, 1, 1
2023/9/28, 44, 7, 42, 1, 1
2023/9/29, 41, 13, 39, 1, 1
2023/9/30, 46, 14, 39, 1, 1
2023/4/1, 47, 13, 45, 2, 2
2023/4/2, 53, 12, 43, 2, 1
2023/4/3, 45, 12, 45, 2, 1
2023/4/4, 46, 8, 41, 1, 1
2023/4/5, 29, 13, 38, 1, 1
2023/4/6, 43, 13, 34, 1, 
2023/4/7, 31, 10, 35, 1, 1
2023/4/8, 41, 8, 45, 1, 1
2023/4/9, 41, 9, 45, 1, 2
2023/4/10, 47, 9, 42, 1, 1
2023/4/11, 39, 13, 35, 3, 1
2023/4/12, 47, 34, 44, 2, 1
2023/4/13, 75, 21, 43, 1, 
2023/4/14, 62, 7, 31, 1, 
2023/4/15, 15, 10, 40, 1, 1
2023/4/16, 36, 12, 40, 1, 1
2023/4/17, 46, 17, 51, 1, 1
2023/4/18, 57, 22, 33, 2, 1
2023/4/19, 67, 23, 36, 1, 1
2023/4/20, 68, 20, 37, 1, 1
2023/4/21, 59, 24, 40, 1, 1
2023/4/22, 60, 9, 39, 1, 1
2023/4/23, 32, 10, 37, 2, 1
2023/4/24, 37, 9, 37, 1, 1
2023/4/25, 35, 18, 35, 1, 
2023/4/26, 24, 13, 40, 1, 1
2023/4/27, 48, 10, 44, 1, 1
2023/4/28, 44, 11, 39, 1, 
2023/4/29, 30, 11, 27, 1, 1
2023/4/30, 39, 13, 49, 1, 1
2023/5/1, 49, 9, 44, 1, 1
2023/5/2, 35, 8, 52, 1, 1
2023/5/3, 36, 7, 44, 1, 1
2023/5/4, 28, 8, 41, 1, 1
2023/5/5, 27, 14, 36, 1, 
2023/5/6, 37, 19, 31, 1, 
2023/5/7, 28, 6, 45, 1, 1
2023/5/8, 25, 9, 46, 1, 1
2023/5/9, 39, 10, 52, 1, 1
2023/5/10, 46, 10, 52, 2, 1
2023/5/11, 44, 6, 52, 2, 1
2023/5/12, 30, 7, 41, 1, 1
2023/5/13, 41, 9, 43, 2, 1
2023/5/14, 24, 5, 39, 1, 1
2023/5/15, 25, 9, 43, 1, 1
2023/5/16, 41, 18, 49, 1, 1
2023/5/17, 66, 18, 38, 1, 1
2023/5/18, 55, 6, 45, 1, 1
2023/5/19, 22, 4, 40, 1, 1
2023/5/20, 30, 9, 49, 1, 1
2023/5/21, 41, 13, 42, 1, 1
2023/5/22, 50, 20, 40, 1, 1
2023/5/23, 55, 5, 36, 1, 1
2023/5/24, 25, 6, 43, 1, 1
2023/5/25, 28, 10, 35, 1, 
2023/5/26, 34, 9, 36, 1, 
2023/5/27, 32, 9, 33, 1, 
2023/5/28, 35, 13, 23, 1, 1
2023/5/29, 38, 6, 36, 2, 1
2023/5/30, 31, 9, 30, 1, 
2023/5/31, 35, 7, 30, 1, 
2023/6/1, 33, 6, 20, 2, 
2023/6/2, 15, 9, 42, 2, 1
2023/6/3, 46, 7, 45, 1, 1
2023/6/4, 36, 11, 50, 1, 1
2023/6/5, 49, 8, 38, 1, 1
2023/6/6, 39, 6, 42, 1, 1
2023/6/7, 28, 9, 47, 1, 
2023/6/8, 36, 9, 39, 1, 1
2023/6/9, 28, 10, 44, 2, 1
2023/6/10, 33, 4, 35, 1, 
2023/6/11, 16, 9, 24, 1, 
2023/6/12, 19, 11, 36, 1, 1
2023/6/13, 30, 6, 26, 1, 
2023/6/14, 28, 11, 23, 1, 
2023/6/15, 37, 11, 49, 1, 1
2023/6/16, 48, 15, 56, 1, 1
2023/6/17, 56, 26, 37, 1, 1
2023/6/18, 72, 22, 64, 1, 1
2023/6/19, 77, 17, 52, 1, 1
2023/6/20, 54, 19, 36, 1, 1
2023/6/21, 42, 13, 29, 3, 1
2023/6/22, 29, 15, 40, 1, 1
2023/6/23, 40, 19, 43, 1, 1
2023/6/24, 58, 14, 48, 1, 1
2023/6/25, 53, 22, 36, 1, 1
2023/6/26, 56, 23, 15, 1, 2
2023/6/27, 55, 20, 15, 1, 1
2023/6/28, 51, 21, 18, 1, 1
2023/6/29, 55, 24, 9, 1, 1
2023/6/30, 39, 3, 42, 1, 
2023/1/2, 48, 5, 31, 1, 
2023/1/3, 18, 4, 29, 1, 
2023/1/4, 18, 3, 30, 2, 
2023/1/5, 26, 16, 38, 3, 1
2023/1/6, 63, 18, 33, 2, 
2023/1/7, 64, 20, 34, 2, 
2023/1/8, 68, 12, 30, 3, 
2023/1/9, 52, 5, 28, 1, 
2023/1/10, 30, 5, 19, 5, 1
2023/1/11, 29, 8, 21, 2, 1
2023/1/12, 30, 6, 32, 2, 
2023/1/13, 30, 6, 21, 4, 
2023/1/14, 31, 3, 27, 1, 
2023/1/15, 25, 3, 24, 1, 
2023/1/16, 22, 3, 28, 1, 
2023/1/17, 21, 5, 27, 2, 1
2023/1/18, 29, 5, 29, 2, 1
2023/1/19, 31, 10, 32, 1, 
2023/1/20, 42, 7, 27, 1, 
2023/1/21, 27, 3, 26, 2, 
2023/1/22, 17, 5, 25, 2, 
2023/1/23, 23, 7, 27, 1, 
2023/1/24, 30, 2, 27, 1, 
2023/1/25, 16, 2, 28, 1, 
2023/1/26, 16, 3, 27, 1, 
2023/1/27, 19, 3, 27, 1, 
2023/1/28, 23, 4, 28, 1, 
2023/1/29, 24, 5, 30, 1, 
2023/1/30, 29, 5, 25, 2, 1
2023/1/31, 26, 8, 27, 1, 1
2023/2/1, 28, 6, 30, 2, 
2023/2/2, 42, 7, 28, 2, 
2023/2/3, 36, 8, 30, 4, 1
2023/2/4, 43, 7, 32, 1, 
2023/2/5, 31, 8, 25, 6, 1
2023/2/6, 48, 10, 28, 4, 
2023/2/7, 43, 7, 38, 1, 
2023/2/8, 38, 9, 31, 1, 
2023/2/9, 40, 5, 30, 2, 
2023/2/10, 28, 4, 31, 1, 
2023/2/11, 25, 4, , 2, 1
2023/2/12, 29, 2, 33, 1, 1
2023/2/13, 25, 4, 32, 1, 1
2023/2/14, 28, 2, 30, , 
2023/2/15, 18, 2, 30, 1, 
2023/2/16, 17, 4, 28, 2, 1
2023/2/17, 26, 5, 34, 1, 2
2023/2/18, 31, 13, 35, 3, 2
2023/2/19, 49, 13, 33, 1, 1
2023/2/20, 49, 4, 32, 1, 1
2023/2/21, 25, 3, 33, 3, 1
2023/2/22, 21, 8, 23, 4, 1
2023/2/23, 39, 6, 29, 1, 
2023/2/24, 28, 9, 35, 1, 1
2023/2/25, 41, 3, 34, 1, 1
2023/2/26, 27, 5, 37, 1, 1
2023/2/27, 25, 4, 38, 1, 1
2023/2/28, 22, 7, 42, 1, 2
2023/3/1, 33, 7, 35, 1, 1
2023/3/2, 33, 6, 35, 2, 1
2023/3/3, 32, 8, 37, 2, 1
2023/3/4, 41, 7, 36, 1, 1
2023/3/5, 33, 6, 38, 1, 1
2023/3/6, 32, 6, 41, 2, 2
2023/3/7, 41, 13, 39, 2, 1
2023/3/8, 55, 17, 38, 1, 3
2023/3/9, 65, 14, 35, 2, 1
2023/3/10, 51, 17, 39, 2, 1
2023/3/11, 62, 16, 49, 1, 1
2023/3/12, 55, 9, 36, 1, 1
2023/3/13, 40, 7, 33, 2, 1
2023/3/14, 33, 8, 43, 1, 1
2023/3/15, 32, 6, 37, 1, 1
2023/3/16, 26, 8, 27, 2, 1
2023/3/17, 33, 4, 34, 1, 
2023/3/18, 20, 6, 35, 1, 1
2023/3/19, 27, 8, 42, 1, 1
2023/3/20, 35, 6, 29, 1, 
2023/3/21, 34, 3, 38, 1, 1
2023/3/22, 25, 9, 32, 1, 
2023/3/23, 30, 8, 32, 3, 1
2023/3/24, 34, 25, 33, 1, 1
2023/3/25, 64, 11, 34, 1, 
2023/3/26, 33, 19, 34, 1, 1
2023/3/27, 57, 17, 34, 2, 1
2023/3/28, 58, 17, 39, 2, 1
2023/3/29, 49, 14, 46, 2, 1
2023/3/30, 53, 11, 36, 2, 1
2023/3/31, 45, 12, 62, 2, 1
2022/10/1, 45, 13, 50, 1, 1
2022/10/2, 56, 4, 30, 1, 
2022/10/3, 32, 8, 28, 1, 
2022/10/4, 28, 6, 25, 1, 1
2022/10/5, 28, 4, 27, 1, 
2022/10/6, 23, 5, 29, 2, 
2022/10/7, 23, 4, 31, 1, 
2022/10/8, 19, 3, 27, 1, 
2022/10/9, 22, 4, 25, 1, 
2022/10/10, 31, 4, 32, 1, 
2022/10/11, 22, 5, 26, 1, 
2022/10/12, 25, 9, 36, 2, 1
2022/10/13, 40, 8, 31, 1, 1
2022/10/14, 36, 8, 34, 1, 1
2022/10/15, 42, 8, 32, 1, 2
2022/10/16, 42, 8, 18, 1, 
2022/10/17, 41, 10, 31, 1, 1
2022/10/18, 45, 3, 30, 1, 
2022/10/19, 19, 5, 33, 1, 1
2022/10/20, 26, 5, 38, 1, 
2022/10/21, 26, 4, 31, 1, 
2022/10/22, 23, 10, 33, 1, 1
2022/10/23, 48, 5, 33, 1, 
2022/10/24, 24, 2, 28, 1, 
2022/10/25, 15, 3, 30, 1, 
2022/10/26, 19, 5, 25, 3, 1
2022/10/27, 33, 7, 33, 3, 1
2022/10/28, 32, 6, 33, 1, 
2022/10/29, 31, 3, 32, 1, 
2022/10/30, 25, 4, 34, 1, 
2022/10/31, 29, 9, 29, 2, 
2022/11/1, 31, 5, 31, 1, 
2022/11/2, 30, 10, 30, 1, 
2022/11/3, 32, 11, 41, 1, 1
2022/11/4, 54, 3, 34, 1, 1
2022/11/5, 30, 4, 30, 1, 1
2022/11/6, 22, 3, 23, 2, 1
2022/11/7, 26, 9, 41, 1, 1
2022/11/8, 47, 9, 42, 2, 1
2022/11/9, 47, 10, 34, 1, 1
2022/11/10, 54, 17, 43, 3, 1
2022/11/11, 65, 13, 45, 1, 
2022/11/12, 60, 7, 31, 1, 
2022/11/13, 30, 4, 28, 1, 
2022/11/14, 21, 5, 28, 1, 
2022/11/15, 26, 8, 32, 1, 13
2022/11/16, 29, 13, 35, 3, 
2022/11/17, 53, 32, 35, 3, 1
2022/11/18, 52, 11, 35, 2, 1
2022/11/19, 48, 9, 29, 2, 
2022/11/20, 46, 9, 31, 2, 
2022/11/21, 41, 8, 34, 2, 
2022/11/22, 40, 7, 25, 1, 
2022/11/23, 28, 3, 27, 2, 
2022/11/24, 19, 5, 28, 1, 
2022/11/25, 19, 4, 26, 1, 
2022/11/26, 24, 9, 34, 1, 
2022/11/27, 43, 6, 33, 1, 1
2022/11/28, 31, 11, 32, 1, 
2022/11/29, 23, 3, 28, 1, 1
2022/11/30, 27, 2, 28, 1, 2
2022/12/1, 19, 3, 28, 1, 1
2022/12/2, 16, 5, 22, 3, 1
2022/12/3, 28, 10, 28, 1, 
2022/12/4, 43, 7, 27, 1, 
2022/12/5, 27, 3, 28, 1, 
2022/12/6, 18, 5, 23, 1, 
2022/12/7, 32, 10, 31, 2, 6
2022/12/8, 45, 11, 27, 3, 8
2022/12/9, 46, 14, 26, 6, 12
2022/12/10, 53, 9, 32, 1, 10
2022/12/11, 38, 5, 30, 1, 10
2022/12/12, 23, 3, 25, 1, 10
2022/12/13, 30, 12, 25, 1, 10
2022/12/14, 54, 3, 26, 1, 
2022/12/15, 18, 7, 26, 1, 
2022/12/16, 29, 8, 24, 3, 1
2022/12/17, 37, 3, 23, 1, 
2022/12/18, 21, 2, 27, 1, 
2022/12/19, 16, 8, 28, 1, 
2022/12/20, 26, 4, 27, 1, 
2022/12/21, 29, 3, 26, 2, 
2022/12/22, 20, 4, 28, 1, 
2022/12/23, 21, 3, 27, 1, 
2022/12/24, 20, 2, 32, 1, 
2022/12/25, 13, 4, 31, 1, 
2022/12/26, 21, 4, 30, 1, 
2022/12/27, 17, 6, 26, 2, 
2022/12/28, 30, 8, 32, 1, 
2022/12/29, 34, 6, 31, 1, 
2022/12/30, 30, 6, 32, 1, 
2022/12/31, 34, 6, 33, 1, 
2023/1/1, 33, 11, 34, 1, 
2022/7/1, 57, 12, 13, 1, 
2022/7/2, 33, 7, 9, 1, 
2022/7/3, 16, 4, 7, 1, 
2022/7/4, 13, 6, 11, 1, 
2022/7/5, 13, 13, 18, 1, 
2022/7/6, 38, 15, 33, 1, 1
2022/7/7, 51, 17, 24, 1, 
2022/7/8, 42, 10, 16, 1, 1
2022/7/9, 32, 11, 20, 1, 
2022/7/10, 27, 7, 19, 1, 
2022/7/11, 23, 12, 16, 1, 
2022/7/12, 32, 10, 37, 1, 1
2022/7/13, 40, 14, 20, 1, 
2022/7/14, 45, 12, 23, 1, 
2022/7/15, 38, 9, 26, 1, 
2022/7/16, 25, 13, 35, 1, 
2022/7/17, 35, 20, 34, 1, 1
2022/7/18, 50, 20, 11, 1, 
2022/7/19, 34, 15, 39, 1, 1
2022/7/20, 41, 19, 48, 1, 1
2022/7/21, 57, 19, 50, 1, 1
2022/7/22, 48, 4, 27, 1, 1
2022/7/23, 23, 8, 40, 1, 1
2022/7/24, 37, 13, 30, 1, 
2022/7/25, 42, 25, 54, 1, 1
2022/7/26, 67, 18, 20, 1, 
2022/7/27, 43, 9, 16, 1, 
2022/7/28, 19, 7, 14, 1, 
2022/7/29, 20, 13, 9, 1, 
2022/7/30, 22, 18, 9, , 
2022/7/31, 23, 11, 10, , 
2022/8/1, 26, 11, 12, 1, 
2022/8/2, 37, 14, 27, 1, 1
2022/8/3, 44, 19, 34, 1, 
2022/8/4, 57, 18, 28, 1, 
2022/8/5, 49, 17, 34, 1, 
2022/8/6, 33, 11, 29, 1, 
2022/8/7, 36, 20, 20, 1, 1
2022/8/8, 50, 21, 17, 1, 3
2022/8/9, 54, 12, 15, 1, 
2022/8/10, 32, 4, 14, 1, 
2022/8/11, 24, 8, 14, 1, 
2022/8/12, 20, 15, 26, 1, 
2022/8/13, 45, 20, 21, 1, 1
2022/8/14, 59, 23, 16, 1, 3
2022/8/15, 59, 16, 13, 1, 1
2022/8/16, 45, 12, 15, 1, 2
2022/8/17, 45, 8, 38, 2, 1
2022/8/18, 34, 11, 45, 1, 
2022/8/19, 44, 17, 29, 1, 
2022/8/20, 52, 14, 32, 1, 
2022/8/21, 39, 16, 24, 1, 
2022/8/22, 40, 19, 34, 1, 
2022/8/23, 48, 21, 32, 1, 
2022/8/24, 54, 21, 42, 1, 
2022/8/25, 56, 15, 39, 2, 2
2022/8/26, 49, 14, 37, 1, 
2022/8/27, 52, 13, 38, 1, 1
2022/8/28, 47, 7, 38, 1, 
2022/8/29, 37, 10, 20, 2, 
2022/8/30, 35, 15, 12, 1, 
2022/8/31, 25, 4, 10, 1, 
2022/9/1, 19, 5, 33, 1, 1
2022/9/2, 21, 6, 21, 1, 
2022/9/3, 21, 9, 19, 1, 
2022/9/4, 20, 9, 12, 1, 
2022/9/5, 22, 18, 16, 1, 
2022/9/6, 34, 5, 33, 1, 
2022/9/7, 25, 6, 32, 1, 
2022/9/8, 27, 6, 19, 1, 
2022/9/9, 26, 9, 23, 1, 
2022/9/10, 29, 10, 31, 1, 
2022/9/11, 36, 15, 36, 2, 1
2022/9/12, 40, 9, 33, 1, 1
2022/9/13, 38, 15, 34, 2, 1
2022/9/14, 54, 12, 30, 1, 
2022/9/15, 41, 8, 31, 1, 
2022/9/16, 36, 11, 20, 1, 
2022/9/17, 28, 31, 18, 1, 1
2022/9/18, 60, 27, 27, , 
2022/9/19, 54, 5, 28, 1, 
2022/9/20, 22, 5, 28, 1, 
2022/9/21, 25, 3, 18, 1, 
2022/9/22, 22, 3, 14, 2, 
2022/9/23, 25, 6, 39, 1, 
2022/9/24, 46, 6, 37, 1, 1
2022/9/25, 39, 13, 32, 2, 2
2022/9/26, 45, 10, 25, 2, 
2022/9/27, 41, 10, 29, 1, 
2022/9/28, 37, 5, 32, 1, 1
2022/9/29, 28, 7, 36, 1, 1
2022/9/30, 36, 10, 44, 1, 1
2022/4/1, 25, 5, 40, 2, 1
2022/4/2, 34, 5, 35, 2, 1
2022/4/3, 35, 5, 40, 1, 1
2022/4/4, 33, 6, 42, 3, 1
2022/4/5, 35, 9, 50, 1, 1
2022/4/6, 41, 8, 53, 1, 1
2022/4/7, 50, 16, 58, 3, 1
2022/4/8, 67, 15, 70, 1, 1
2022/4/9, 66, 15, 50, 2, 1
2022/4/10, 64, 11, 39, 1, 
2022/4/11, 57, 7, 33, 1, 
2022/4/12, 44, 5, 34, 1, 1
2022/4/13, 33, 7, 20, 3, 
2022/4/14, 42, 1, 28, 2, 
2022/4/15, 17, 2, 39, 1, 
2022/4/16, 27, 6, 41, 1, 1
2022/4/17, 40, 6, 40, 1, 
2022/4/18, 39, 12, 44, 3, 1
2022/4/19, 56, 13, 68, 2, 1
2022/4/20, 59, 10, 39, 2, 
2022/4/21, 44, 5, 40, 1, 
2022/4/22, 32, 9, 37, 1, 
2022/4/23, 48, 6, 28, 3, 
2022/4/24, 29, 4, 41, 1, 
2022/4/25, 31, 8, 31, 1, 
2022/4/26, 31, 8, 32, 2, 
2022/4/27, 31, 10, 44, 2, 1
2022/4/28, 48, 6, 40, 1, 
2022/4/29, 24, 3, 42, 1, 1
2022/4/30, 23, 7, 42, 2, 1
2022/5/1, 36, 8, 45, 1, 1
2022/5/2, 45, 7, 43, 1, 1
2022/5/3, 39, 9, 56, 1, 1
2022/5/4, 49, 10, 46, 1, 
2022/5/5, 50, 5, 44, 1, 
2022/5/6, 42, 7, 44, 1, 1
2022/5/7, 36, 7, 42, 1, 1
2022/5/8, 42, 3, 34, 2, 1
2022/5/9, 32, 2, 35, 1, 1
2022/5/10, 28, 3, 29, 1, 
2022/5/11, 25, 2, 25, 1, 
2022/5/12, 22, 1, 16, 4, 1
2022/5/13, 19, 4, 34, 1, 1
2022/5/14, 37, 6, 36, 1, 1
2022/5/15, 39, 7, 40, 1, 1
2022/5/16, 45, 13, 34, 3, 2
2022/5/17, 63, 11, 55, 2, 1
2022/5/18, 55, 8, 53, 1, 1
2022/5/19, 54, 13, 53, 2, 1
2022/5/20, 58, 7, 27, 1, 
2022/5/21, 46, 9, 48, 1, 1
2022/5/22, 44, 19, 63, 3, 1
2022/5/23, 69, 15, 58, 1, 1
2022/5/24, 59, 17, 48, 1, 
2022/5/25, 62, 13, 42, 1, 
2022/5/26, 56, 3, 45, 1, 1
2022/5/27, 33, 11, 68, 1, 1
2022/5/28, 51, 12, 68, 1, 1
2022/5/29, 57, 7, 37, 1, 
2022/5/30, 34, 6, 44, 2, 1
2022/5/31, 39, 5, 35, 1, 1
2022/6/1, 34, 10, 68, 1, 1
