date, pm25, pm10, o3, no2, so2
2022/6/2, 50, 10, 62, 2, 1
2022/6/3, 54, 6, 44, 1, 1
2022/6/4, 40, 8, 44, 1, 
2022/6/5, 44, 3, 41, 2, 1
2022/6/6, 24, 2, 35, 1, 
2022/6/7, 19, 3, 32, 3, 1
2022/6/8, 23, 5, 45, 2, 1
2022/6/9, 36, 5, 34, 1, 
2022/6/10, 31, 6, 26, 1, 
2022/6/11, 39, 7, 41, 1, 1
2022/6/12, 47, 3, 36, 1, 1
2022/6/13, 34, 4, 36, 1, 1
2022/6/14, 19, 1, 27, 1, 
2022/6/15, 14, 7, 39, 1, 
2022/6/16, 33, 16, 31, 1, 
2022/6/17, 54, 6, 24, 1, 
2022/6/18, 24, 7, 31, 1, 1
2022/6/19, 25, 12, 26, 1, 1
2022/6/20, 45, 7, 19, 1, 
2022/6/21, 17, 8, 23, 1, 1
2022/6/22, 34, 20, 25, 1, 1
2022/6/23, 55, 15, 11, 1, 1
2022/6/24, 51, 16, 18, 2, 1
2022/6/25, 51, 7, 22, 1, 1
2022/6/26, 32, 8, 15, 1, 
2022/6/27, 29, 9, 13, 1, 
2022/6/28, 25, 5, 11, 1, 
2022/6/29, 18, 9, 25, 1, 1
2022/6/30, 36, 18, 46, 2, 1
2022/1/3, 33, 7, 35, 1, 1
2022/1/4, 37, 4, 28, 2, 
2022/1/5, 22, 2, 28, 1, 
2022/1/6, 18, 3, 31, 1, 
2022/1/7, 25, 7, 29, 3, 2
2022/1/8, 30, 8, 34, 3, 1
2022/1/9, 38, 10, 34, 3, 
2022/1/10, 48, 7, 32, 3, 
2022/1/11, 29, 3, 30, 1, 
2022/1/12, 19, 5, 32, 1, 
2022/1/13, 27, 4, 30, 1, 
2022/1/14, 22, 3, 31, 2, 1
2022/1/15, 20, 3, 29, 1, 1
2022/1/16, 20, 9, 32, 2, 1
2022/1/17, 41, 4, 32, 1, 1
2022/1/18, 25, 2, 32, 1, 
2022/1/19, 21, 3, 31, 1, 1
2022/1/20, 26, 2, 32, 1, 
2022/1/21, 16, 3, 32, 1, 1
2022/1/22, 26, 7, 26, 2, 
2022/1/23, 34, 5, 34, 2, 
2022/1/24, 22, 3, 31, 3, 1
2022/1/25, 20, 10, 32, 4, 1
2022/1/26, 40, 11, 38, 3, 1
2022/1/27, 53, 10, 38, 1, 
2022/1/28, 47, 8, 36, 2, 1
2022/1/29, 43, 5, 35, 1, 
2022/1/30, 27, 2, 34, 3, 1
2022/1/31, 23, 4, 36, 1, 
2022/2/1, 26, 10, 38, 2, 
2022/2/2, 49, 19, 36, 2, 1
2022/2/3, 67, 7, 35, 1, 1
2022/2/4, 33, 5, 35, 1, 
2022/2/5, 29, 2, 35, 1, 
2022/2/6, 20, 3, 34, 2, 2
2022/2/7, 34, 9, 30, 3, 1
2022/2/8, 36, 2, 34, 2, 1
2022/2/9, 21, 3, 31, 2, 1
2022/2/10, 22, 2, 34, 1, 1
2022/2/11, 23, 2, 32, 3, 1
2022/2/12, 23, 2, 35, 2, 
2022/2/13, 24, 7, 36, 1, 
2022/2/14, 40, 8, 36, 2, 
2022/2/15, 40, 4, 36, 1, 
2022/2/16, 27, 5, 35, 1, 
2022/2/17, 24, 3, 34, 2, 
2022/2/18, 20, 3, 32, 4, 
2022/2/19, 22, 3, 35, 1, 
2022/2/20, 35, 4, 35, 1, 
2022/2/21, 30, 5, 37, 1, 1
2022/2/22, 28, 5, 37, 1, 
2022/2/23, 33, 3, 38, 1, 1
2022/2/24, 34, 10, 38, 3, 1
2022/2/25, 42, 9, 45, 2, 1
2022/2/26, 39, 11, 42, 2, 1
2022/2/27, 51, 8, 40, 4, 2
2022/2/28, 42, 8, 35, 4, 1
2022/3/1, 40, 24, 29, 9, 3
2022/3/2, 64, 7, 41, 1, 1
2022/3/3, 40, 9, 46, 3, 1
2022/3/4, 44, 13, 47, 1, 1
2022/3/5, 47, 9, 38, 1, 
2022/3/6, 42, 5, 35, 1, 
2022/3/7, 34, 10, 36, 2, 1
2022/3/8, 51, 19, 42, 5, 1
2022/3/9, 66, 24, 57, 4, 1
2022/3/10, 70, 18, 49, 3, 1
2022/3/11, 64, 16, 53, 1, 1
2022/3/12, 61, 13, 42, 1, 1
2022/3/13, 49, 11, 36, 2, 1
2022/3/14, 48, 11, 43, 2, 1
2022/3/15, 50, 11, 49, 2, 1
2022/3/16, 46, 12, 44, 4, 1
2022/3/17, 50, 6, 31, 5, 1
2022/3/18, 27, 3, 33, 2, 1
2022/3/19, 18, 3, 34, 1, 1
2022/3/20, 19, 4, 34, 2, 1
2022/3/21, 20, 4, 31, 1, 
2022/3/22, 21, 5, 31, 2, 1
2022/3/23, 27, 9, 40, 2, 1
2022/3/24, 38, 14, 49, 2, 1
2022/3/25, 53, 12, 47, 1, 
2022/3/26, 40, 2, 39, 2, 1
2022/3/27, 21, 8, 37, 1, 1
2022/3/28, 39, 6, 32, 1, 
2022/3/29, 32, 4, 43, 1, 
2022/3/30, 35, 5, 36, 2, 1
2022/3/31, 29, 3, 39, 1, 
2021/10/1, 24, 10, 42, 1, 1
2021/10/2, 41, 10, 44, 1, 1
2021/10/3, 48, 7, 35, , 
2021/10/4, 35, 6, 35, , 
2021/10/5, 30, 9, 42, , 1
2021/10/6, 46, 8, 46, , 
2021/10/7, 41, 8, 34, , 
2021/10/8, 33, 6, 36, , 2
2021/10/9, 34, 7, 30, , 
2021/10/10, 25, 8, 26, , 
2021/10/11, 25, 5, 29, , 1
2021/10/12, 30, 9, 27, , 1
2021/10/13, 39, 7, 34, , 1
2021/10/14, 34, 12, 43, , 1
2021/10/15, 46, 11, 44, , 1
2021/10/16, 48, 2, 31, , 
2021/10/17, 16, 4, 34, , 1
2021/10/18, 18, 5, 23, , 1
2021/10/19, 28, 4, 32, , 1
2021/10/20, 18, 2, 28, , 1
2021/10/21, 15, 4, 30, , 
2021/10/22, 20, 3, 33, , 1
2021/10/23, 20, 6, 34, , 1
2021/10/24, 28, 3, 32, , 
2021/10/25, 18, 1, 34, , 
2021/10/26, 15, 5, 30, , 1
2021/10/27, 28, 10, 44, , 1
2021/10/28, 43, 5, 33, , 
2021/10/29, 17, 4, 31, 1, 1
2021/10/30, 30, 5, 33, 1, 1
2021/10/31, 33, 7, 30, 1, 
2021/11/1, 38, 13, 41, 1, 1
2021/11/2, 52, 6, 36, 1, 
2021/11/3, 28, 6, 31, 1, 1
2021/11/4, 27, 7, 38, 1, 
2021/11/5, 35, 4, 34, 1, 1
2021/11/6, 27, 7, 37, 1, 
2021/11/7, 27, 8, 35, 2, 
2021/11/8, 21, 6, 28, 1, 
2021/11/9, 21, 3, 28, 1, 
2021/11/10, 17, 3, 24, 1, 1
2021/11/11, 19, 3, 25, 1, 
2021/11/12, 20, 3, 31, 1, 
2021/11/13, 20, 5, 29, 1, 1
2021/11/14, 26, 10, 38, 1, 1
2021/11/15, 46, 17, 40, 2, 1
2021/11/16, 65, 14, 42, 1, 1
2021/11/17, 52, 14, 33, 2, 1
2021/11/18, 55, 23, 34, 2, 1
2021/11/19, 66, 18, 44, 1, 1
2021/11/20, 64, 15, 31, 1, 1
2021/11/21, 58, 5, 31, 1, 
2021/11/22, 32, 9, 29, 1, 
2021/11/23, 35, 2, 27, 1, 
2021/11/24, 14, 6, 28, 1, 
2021/11/25, 30, 10, 31, 2, 1
2021/11/26, 42, 2, 28, 1, 1
2021/11/27, 15, 3, 29, , 
2021/11/28, 16, 2, 26, 2, 
2021/11/29, 15, 4, 36, 1, 
2021/11/30, 19, 3, 28, 1, 
2021/12/1, 18, 3, 25, 1, 
2021/12/2, 19, 3, 27, 1, 
2021/12/3, 18, 2, 29, 1, 
2021/12/4, 17, 3, 27, 1, 
2021/12/5, 19, 3, 27, 2, 
2021/12/6, 21, 2, 32, 1, 1
2021/12/7, 16, 4, 35, 1, 
2021/12/8, 28, 4, 29, 1, 
2021/12/9, 18, 3, 25, 4, 1
2021/12/10, 29, 9, 24, 4, 3
2021/12/11, 38, 6, 30, 2, 1
2021/12/12, 43, 4, 32, 1, 
2021/12/13, 30, 4, 27, 2, 1
2021/12/14, 16, 7, 32, 1, 
2021/12/15, 36, 3, 36, 1, 1
2021/12/16, 29, 2, 34, 1, 
2021/12/17, 27, 2, 29, 1, 
2021/12/18, 17, 2, 31, 1, 1
2021/12/19, 20, 5, 33, 1, 
2021/12/20, 31, 4, 27, 1, 
2021/12/21, 30, 5, 31, 2, 1
2021/12/22, 36, 4, 27, 3, 1
2021/12/23, 27, 9, 21, 4, 1
2021/12/24, 39, 10, 34, 2, 1
2021/12/25, 42, 1, 30, 1, 
2021/12/26, 16, 2, 31, 1, 
2021/12/27, 14, 3, 31, 2, 
2021/12/28, 18, 6, 29, 1, 1
2021/12/29, 28, 6, 34, 1, 1
2021/12/30, 35, 3, 33, 1, 
2021/12/31, 17, 1, 32, 1, 
2022/1/1, 19, , , , 
2021/7/1, 14, 13, 22, 2, 
2021/7/2, 20, 11, 31, 1, 1
2021/7/3, 30, 17, 12, 1, 1
2021/7/4, 38, 22, 11, 2, 1
2021/7/5, 47, 32, 23, 2, 1
2021/7/6, 61, 20, 14, 1, 1
2021/7/7, 52, 19, 7, 2, 
2021/7/8, 38, 21, 18, 1, 
2021/7/9, 50, 18, 27, 2, 1
2021/7/10, 49, 17, 36, 1, 1
2021/7/11, 49, 15, 26, 1, 1
2021/7/12, 40, 10, 40, 1, 
2021/7/13, 27, 19, 33, 1, 1
2021/7/14, 41, 8, 46, 1, 1
2021/7/15, 24, 6, 16, 1, 1
2021/7/16, 15, 14, 11, 1, 
2021/7/17, 26, 17, 12, 1, 
2021/7/18, 16, 6, 12, 1, 
2021/7/19, 21, 7, 17, , 
2021/7/20, 21, 6, 20, , 
2021/7/21, 23, 6, 18, , 
2021/7/22, 21, 6, 21, , 
2021/7/23, 20, 4, 19, , 
2021/7/24, 15, 5, 20, , 
2021/7/25, 18, 6, 24, , 
2021/7/26, 25, 12, 34, , 1
2021/7/27, 48, 16, 42, 1, 1
2021/7/28, 50, 11, 27, 1, 
2021/7/29, 36, 10, 36, 2, 1
2021/7/30, 37, 24, 57, 1, 1
2021/7/31, 62, 21, 40, 1, 1
2021/8/1, 58, 22, 27, 1, 1
2021/8/2, 57, 14, 25, 1, 1
2021/8/3, 43, 9, 19, 2, 
2021/8/4, 20, 7, 35, 1, 1
2021/8/5, 30, 10, 18, 1, 1
2021/8/6, 30, 7, 23, 1, 
2021/8/7, 22, 14, 26, 2, 1
2021/8/8, 33, 16, 24, 1, 
2021/8/9, 35, 9, 35, 1, 
2021/8/10, 33, 16, 39, 1, 1
2021/8/11, 51, 6, 19, 1, 
2021/8/12, 20, 14, 9, 1, 
2021/8/13, 20, 21, 12, 1, 
2021/8/14, 33, 10, 38, 1, 
2021/8/15, 26, 4, 27, 1, 1
2021/8/16, 25, 11, 15, 1, 
2021/8/17, 13, 7, 16, 1, 
2021/8/18, 13, 7, 37, 1, 
2021/8/19, 18, 4, 24, 1, 
2021/8/20, 12, 8, 15, 1, 
2021/8/21, 16, 10, 9, , 
2021/8/22, 16, 11, 13, 1, 
2021/8/23, 23, 12, 11, 1, 
2021/8/24, 19, 14, 15, 1, 
2021/8/25, 43, 19, 18, 3, 
2021/8/26, 54, 22, 38, 1, 1
2021/8/27, 57, 22, 39, 1, 1
2021/8/28, 61, 19, 45, 1, 1
2021/8/29, 57, 22, 42, 1, 1
2021/8/30, 57, 17, 53, 1, 1
2021/8/31, 56, 26, 31, 2, 
2021/9/1, 61, 31, 24, 2, 
2021/9/2, 75, 2, 21, 2, 1
2021/9/3, 17, 13, 27, 1, 1
2021/9/4, 30, 6, 29, 1, 1
2021/9/5, 28, 7, 37, 3, 1
2021/9/6, 32, 9, 40, 1, 1
2021/9/7, 27, 11, 36, 1, 
2021/9/8, 26, 6, 36, 1, 1
2021/9/9, 27, 7, 44, 2, 1
2021/9/10, 37, 15, 42, 1, 1
2021/9/11, 50, 15, 27, , 
2021/9/12, 46, 12, 41, 3, 1
2021/9/13, 43, 8, 23, 1, 1
2021/9/14, 31, 6, 25, 1, 
2021/9/15, 27, 9, 33, 1, 
2021/9/16, 32, 13, 34, 1, 
2021/9/17, 25, 8, 33, 1, 
2021/9/18, 23, 4, 36, 1, 
2021/9/19, 22, 6, 45, 1, 1
2021/9/20, 35, 9, 34, 1, 
2021/9/21, 27, 7, 28, 1, 
2021/9/22, 20, 11, 39, 1, 1
2021/9/23, 41, 9, 42, 3, 1
2021/9/24, 44, 7, 37, 1, 
2021/9/25, 41, 9, 31, 1, 1
2021/9/26, 33, 4, 26, 1, 
2021/9/27, 27, 7, 34, 2, 
2021/9/28, 32, 7, 33, 1, 
2021/9/29, 32, 7, 31, 1, 
2021/9/30, 27, 4, 38, 1, 1
2021/4/10, 34, 6, 45, 1, 1
2021/4/11, 30, 10, 40, 1, 
2021/4/12, 30, 11, 39, 1, 
2021/4/13, 27, 9, 42, 1, 
2021/4/14, 31, 6, 41, 1, 1
2021/4/15, 23, 9, 39, 1, 
2021/4/16, 32, 8, 37, 2, 
2021/4/17, 21, 11, 36, 1, 
2021/4/18, 40, 11, 44, 1, 
2021/4/19, 37, 14, 56, 1, 1
2021/4/20, 46, 18, 60, 3, 1
2021/4/21, 57, 10, 39, 2, 1
2021/4/22, 39, 13, 43, 1, 1
2021/4/23, 39, 10, 43, 1, 
2021/4/24, 35, 9, 43, 2, 1
2021/4/25, 38, 7, 42, 1, 
2021/4/26, 26, 7, 46, 2, 1
2021/4/27, 23, 10, 36, 1, 
2021/4/28, 24, 5, 33, 1, 
2021/4/29, 13, 14, 48, 1, 2
2021/4/30, 43, 16, 46, 1, 1
2021/5/1, 50, 7, 40, 1, 
2021/5/2, 29, 8, 46, 1, 
2021/5/3, 32, 11, 46, 1, 1
2021/5/4, 38, 10, 46, 1, 
2021/5/5, 28, 13, 51, 2, 1
2021/5/6, 42, 13, 44, 1, 
2021/5/7, 37, 10, 41, 1, 
2021/5/8, 38, 23, 48, 1, 1
2021/5/9, 64, 12, 50, 1, 1
2021/5/10, 41, 13, 55, 4, 1
2021/5/11, 50, 13, 31, 4, 1
2021/5/12, 37, 8, 41, 1, 1
2021/5/13, 28, 7, 31, 1, 
2021/5/14, 27, 11, 38, 1, 
2021/5/15, 21, 8, 32, 1, 
2021/5/16, 15, 27, 15, 1, 
2021/5/17, 36, 21, 32, 3, 1
2021/5/18, 42, 16, 22, 3, 1
2021/5/19, 42, 15, 20, 2, 
2021/5/20, 28, 11, 36, 1, 
2021/5/21, 25, 15, 43, 1, 
2021/5/22, 45, 12, 46, 1, 
2021/5/23, 47, 11, 38, 1, 
2021/5/24, 41, 12, 45, 1, 
2021/5/25, 36, 23, 44, 2, 1
2021/5/26, 64, 7, 45, 4, 
2021/5/27, 27, 11, 52, 1, 
2021/5/28, 38, 16, 58, 2, 1
2021/5/29, 50, 15, 57, 2, 1
2021/5/30, 52, 13, 60, 2, 1
2021/5/31, 46, 13, 58, , 1
2021/6/1, 52, 9, 39, 1, 
2021/6/2, 37, 12, 35, 1, 
2021/6/3, 32, 7, 35, 2, 
2021/6/4, 22, 14, 38, , 1
2021/6/5, 44, 11, 35, , 1
2021/6/6, 39, 15, 52, 1, 1
2021/6/7, 48, 16, 55, 4, 1
2021/6/8, 59, 18, 80, 2, 1
2021/6/9, 62, 17, 58, 2, 
2021/6/10, 56, 13, 42, 2, 
2021/6/11, 47, 9, 32, 1, 
2021/6/12, 38, 10, 29, 1, 
2021/6/13, 38, 11, 26, 1, 
2021/6/14, 36, 11, 31, 1, 
2021/6/15, 27, 7, 24, 2, 
2021/6/16, 22, 5, 34, 1, 
2021/6/17, 15, 9, 32, 1, 
2021/6/18, 26, 4, 28, 1, 1
2021/6/19, 17, 13, 35, 1, 1
2021/6/20, 41, 13, 50, 2, 1
2021/6/21, 42, 8, 42, 3, 1
2021/6/22, 28, 12, 41, 2, 1
2021/6/23, 46, 10, 40, 1, 1
2021/6/24, 38, 9, 42, 1, 1
2021/6/25, 25, 9, 28, 1, 
2021/6/26, 21, 6, 28, 1, 
2021/6/27, 19, 7, 26, 1, 
2021/6/28, 22, 8, 42, 1, 1
2021/6/29, 34, 8, 35, 1, 
2021/6/30, 27, 4, 25, 1, 
2021/1/4, 35, 10, 33, 1, 1
2021/1/5, 46, 8, 32, 1, 1
2021/1/6, 31, 5, 29, 1, 
2021/1/7, 21, 3, 27, 1, 1
2021/1/8, 16, 3, 30, 1, 
2021/1/9, 20, 4, 30, 2, 
2021/1/10, 25, 4, 29, 2, 1
2021/1/11, 28, 4, 25, 1, 
2021/1/12, 23, 11, 28, 3, 1
2021/1/13, 47, 19, 26, 5, 3
2021/1/14, 56, 27, 36, 2, 1
2021/1/15, 68, 17, 34, 2, 1
2021/1/16, 53, 13, 32, , 1
2021/1/17, 42, 3, 31, 1, 1
2021/1/18, 19, 9, 31, 1, 1
2021/1/19, 37, 5, 29, 2, 1
2021/1/20, 22, 7, 26, 3, 1
2021/1/21, 32, 23, 12, 12, 1
2021/1/22, 56, 8, 32, 3, 1
2021/1/23, 33, 3, 30, 1, 
2021/1/24, 16, 5, 33, 1, 
2021/1/25, 26, 10, 34, 4, 
2021/1/26, 26, 4, 34, 1, 
2021/1/27, 26, 14, 31, 3, 1
2021/1/28, 49, 8, 33, 1, 
2021/1/29, 28, 7, 32, , 1
2021/1/30, 26, 14, 34, 1, 1
2021/1/31, 51, 13, 39, 2, 
2021/2/1, 42, 14, 39, 1, 1
2021/2/2, 49, 9, 34, 1, 1
2021/2/3, 36, 8, 38, 1, 
2021/2/4, 39, 8, 36, 1, 1
2021/2/5, 28, 10, 32, 2, 2
2021/2/6, 38, 16, 42, 1, 1
2021/2/7, 50, 20, 36, 1, 1
2021/2/8, 56, 6, 31, 1, 1
2021/2/9, 28, 10, 32, 1, 1
2021/2/10, 39, 16, 43, 1, 1
2021/2/11, 57, 17, 38, 2, 1
2021/2/12, 57, 10, 31, 2, 
2021/2/13, 38, 10, 34, 1, 
2021/2/14, 29, 5, 28, 2, 
2021/2/15, 21, 9, 32, 1, 1
2021/2/16, 29, 5, 32, 1, 
2021/2/17, 26, 4, 32, , 
2021/2/18, 22, 4, 33, 1, 
2021/2/19, 19, 8, 39, 1, 1
2021/2/20, 34, 17, 42, 2, 1
2021/2/21, 55, 15, 41, 1, 1
2021/2/22, 50, 16, 38, 1, 
2021/2/23, 53, 9, 34, 1, 1
2021/2/24, 33, 5, 32, 4, 1
2021/2/25, 23, 6, 32, 3, 1
2021/2/26, 23, 7, 37, 1, 1
2021/2/27, 29, 6, 34, 1, 2
2021/2/28, 27, 5, 36, 1, 
2021/3/1, 20, 10, 36, 1, 
2021/3/2, 17, 4, 37, 1, 
2021/3/3, 19, 5, 34, 2, 1
2021/3/4, 28, 9, 33, 2, 
2021/3/5, 27, 7, 37, 1, 
2021/3/6, 30, 10, 34, 1, 1
2021/3/7, 35, 8, 33, 2, 1
2021/3/8, 27, 4, 32, 2, 1
2021/3/9, 25, 13, 41, 2, 1
2021/3/10, 49, 5, 37, 4, 1
2021/3/11, 25, 12, 39, 9, 1
2021/3/12, 38, 7, 43, 2, 
2021/3/13, 25, 12, 39, 1, 1
2021/3/14, 44, 24, 46, 3, 1
2021/3/15, 71, 22, 43, 4, 2
2021/3/16, 72, 24, 42, 4, 1
2021/3/17, 64, 14, 38, 3, 1
2021/3/18, 40, 11, 42, 3, 1
2021/3/19, 40, 13, 41, 2, 
2021/3/20, 42, 15, 35, 2, 1
2021/3/21, 32, 15, 37, 1, 1
2021/3/22, 50, 8, 42, 1, 
2021/3/23, 31, 6, 44, 1, 
2021/3/24, 32, 8, 31, 8, 1
2021/3/25, 31, 11, 46, 5, 1
2021/3/26, 47, 15, 62, 5, 1
2021/3/27, 53, 12, 50, 2, 
2021/3/28, 33, 11, 16, 7, 
2021/3/29, 42, , , , 
2020/10/1, 31, 9, 41, 2, 1
2020/10/2, 38, 14, 39, 3, 1
2020/10/3, 37, 10, 28, 2, 
2020/10/4, 29, 14, 39, 4, 1
2020/10/5, 42, 8, 33, , 
2020/10/6, 26, 9, 33, 7, 
2020/10/7, 23, 5, 37, 10, 1
2020/10/8, 23, 2, 31, 9, 
2020/10/9, 21, 3, 32, 6, 
2020/10/10, 20, 6, 32, 4, 
2020/10/11, 24, 11, 30, 5, 1
2020/10/12, 29, 11, 35, 4, 
2020/10/13, 39, 13, 39, 3, 1
2020/10/14, 46, 11, 37, 1, 1
2020/10/15, 30, 7, 34, 1, 1
2020/10/16, 19, 5, 33, 1, 
2020/10/17, 24, 6, 30, 1, 
2020/10/18, 22, 8, 25, 2, 
2020/10/19, 28, 9, 40, 1, 
2020/10/20, 40, 12, 41, 1, 1
2020/10/21, 42, 15, 37, 1, 
2020/10/22, 34, 10, 36, 2, 
2020/10/23, 31, 8, 34, 1, 1
2020/10/24, 27, 10, 39, 1, 1
2020/10/25, 36, 8, 38, 1, 1
2020/10/26, 37, 10, 36, 2, 1
2020/10/27, 36, 10, 32, 3, 1
2020/10/28, 38, 21, 45, 3, 1
2020/10/29, 62, 9, 32, 1, 1
2020/10/30, 29, 9, 31, 2, 1
2020/10/31, 28, 6, 35, 3, 
2020/11/1, 25, 5, 32, 4, 
2020/11/2, 25, 9, 33, 1, 1
2020/11/3, 39, 8, 32, 1, 1
2020/11/4, 35, 10, 36, 3, 1
2020/11/5, 40, 12, 22, 5, 1
2020/11/6, 46, 5, 14, 7, 
2020/11/7, 34, 18, 43, 4, 1
2020/11/8, 50, 12, 32, 2, 1
2020/11/9, 41, 7, 30, 1, 
2020/11/10, 20, 4, 31, 3, 
2020/11/11, 27, 9, 28, 4, 1
2020/11/12, 32, 13, 27, 8, 1
2020/11/13, 41, 12, 37, 3, 
2020/11/14, 37, 8, 32, 6, 1
2020/11/15, 37, 10, 28, 9, 1
2020/11/16, 39, 15, 37, 10, 2
2020/11/17, 49, 15, 40, 12, 1
2020/11/18, 52, 10, 33, 13, 
2020/11/19, 24, 11, 32, 16, 1
2020/11/20, 37, 7, 34, 4, 1
2020/11/21, 33, 7, 25, 14, 1
2020/11/22, 24, 6, 33, 9, 1
2020/11/23, 34, 5, 28, 6, 
2020/11/24, 25, 9, 21, 13, 1
2020/11/25, 30, 10, 34, 10, 1
2020/11/26, 35, 11, 25, 13, 1
2020/11/27, 36, 10, 27, 6, 
2020/11/28, 34, 7, 27, 5, 1
2020/11/29, 26, 8, 32, 4, 1
2020/11/30, 33, 6, 33, 3, 
2020/12/1, 32, 4, 27, 9, 1
2020/12/2, 26, 6, 32, 5, 1
2020/12/3, 26, 3, 29, 4, 
2020/12/4, 21, 5, 31, 6, 1
2020/12/5, 20, 8, 33, 7, 1
2020/12/6, 31, 14, 30, 11, 1
2020/12/7, 45, 18, 33, 8, 1
2020/12/8, 57, 11, 32, 6, 1
2020/12/9, 34, 11, 29, 15, 1
2020/12/10, 34, 11, 30, 11, 1
2020/12/11, 35, 16, 38, 7, 1
2020/12/12, 53, 15, 35, 3, 1
2020/12/13, 49, 6, 30, 5, 
2020/12/14, 21, 2, 28, 1, 
2020/12/15, 23, 2, 29, 2, 
2020/12/16, 16, 2, 27, 3, 
2020/12/17, 19, 2, 29, 3, 
2020/12/18, 27, 7, 29, 5, 
2020/12/19, 28, 4, 31, 3, 
2020/12/20, 22, 3, 34, 2, 
2020/12/21, 29, 10, 34, 2, 
2020/12/22, 30, 16, 36, 5, 1
2020/12/23, 51, 19, 23, 4, 
2020/12/25, 27, 5, 28, 1, 
2020/12/26, 27, 12, 26, 2, 1
2020/12/27, 39, 12, 27, 2, 1
2020/12/28, 38, 11, 31, 1, 1
2020/12/29, 43, 4, 31, 1, 
2020/12/30, 23, 3, 28, 1, 
2020/12/31, 18, 2, 31, 1, 
2021/1/1, 17, 5, 29, 1, 1
2021/1/2, 30, 8, 31, , 
2021/1/3, 32, 8, 31, 1, 1
2020/7/1, 43, 10, 33, 2, 1
2020/7/2, 31, 12, 35, 1, 
2020/7/3, 30, 19, 16, 1, 
2020/7/4, 26, 18, 36, 1, 
2020/7/5, 34, 17, 11, 1, 
2020/7/6, 20, 20, 10, 1, 
2020/7/7, 30, 14, 30, 1, 1
2020/7/8, 23, 13, 19, 1, 
2020/7/9, 27, 16, 10, 1, 
2020/7/10, 27, 20, 15, 1, 
2020/7/11, 38, 14, 38, 1, 
2020/7/12, 37, 14, 28, 1, 1
2020/7/13, 38, 16, 17, 1, 
2020/7/14, 29, 12, 32, 1, 
2020/7/15, 33, 12, 35, 1, 1
2020/7/16, 28, 13, 32, 1, 1
2020/7/17, 26, 16, 41, 1, 1
2020/7/18, 42, 20, 31, 1, 1
2020/7/19, 45, 31, 31, 1, 1
2020/7/20, 65, 36, 36, 1, 2
2020/7/21, 67, 24, 43, 1, 1
2020/7/22, 46, 23, 43, 2, 1
2020/7/23, 48, 23, 20, 1, 1
2020/7/24, 35, 20, 32, 1, 1
2020/7/25, 35, 17, 38, 1, 
2020/7/26, 35, 14, 22, 1, 
2020/7/27, 16, 15, 8, 1, 
2020/7/28, 28, 17, 15, 1, 1
2020/7/29, 37, 24, 31, 1, 
2020/7/30, 42, 24, 35, 1, 
2020/7/31, 52, 26, 52, 3, 1
2020/8/1, 52, 27, 51, 1, 
2020/8/2, 56, 33, 29, 1, 2
2020/8/3, 63, 39, 22, 1, 1
2020/8/4, 80, 51, 38, 2, 1
2020/8/5, 101, 33, 24, 1, 1
2020/8/6, 63, 33, 24, 1, 1
2020/8/7, 65, 43, 15, 1, 1
2020/8/8, 83, 23, 17, 1, 
2020/8/9, 39, 14, 13, 1, 
2020/8/10, 24, 19, 16, 1, 
2020/8/11, 29, 16, 27, 1, 1
2020/8/12, 34, 21, 30, 1, 1
2020/8/13, 42, 23, 32, 1, 1
2020/8/14, 49, 29, 38, 1, 1
2020/8/15, 61, 24, 45, 2, 1
2020/8/16, 58, 24, 57, 4, 2
2020/8/17, 53, 27, 44, 4, 1
2020/8/18, 64, 28, 57, 4, 1
2020/8/19, 61, 27, 35, 2, 
2020/8/20, 52, 32, 51, 2, 1
2020/8/21, 67, 25, 40, 3, 1
2020/8/22, 56, 22, 47, 3, 1
2020/8/23, 46, 29, 41, 2, 
2020/8/24, 57, 31, 32, 2, 1
2020/8/25, 58, 12, 37, 2, 
2020/8/26, 30, 19, 31, 2, 1
2020/8/27, 34, 10, 22, 3, 
2020/8/28, 22, 10, 23, 3, 
2020/8/29, 27, 18, 35, 4, 1
2020/8/30, 38, 21, 39, 5, 1
2020/8/31, 43, 13, 31, 4, 1
2020/9/1, 31, 13, 16, 3, 
2020/9/2, 19, 30, 26, 3, 1
2020/9/3, 45, 13, 25, 4, 
2020/9/4, 26, 13, 21, 6, 1
2020/9/5, 29, 23, 20, 7, 1
2020/9/6, 36, 27, 25, 5, 
2020/9/7, 58, , , , 
2020/9/13, 25, 7, 30, 9, 1
2020/9/14, 22, 9, 36, 12, 1
2020/9/15, 30, 11, 35, 13, 
2020/9/16, 26, 12, 21, 12, 
2020/9/17, 33, 14, 29, 15, 1
2020/9/18, 34, 11, 44, 16, 1
2020/9/19, 40, 15, 30, 14, 1
2020/9/20, 47, 13, 43, 12, 
2020/9/21, 43, 13, 39, 17, 1
2020/9/22, 31, 13, 41, 17, 1
2020/9/23, 42, 14, 36, 17, 2
2020/9/24, 37, 3, 27, 2, 
2020/9/25, 25, 6, 25, 1, 
2020/9/26, 19, 4, 33, , 
2020/9/27, 21, 8, 34, , 
2020/9/28, 26, 9, 35, 3, 1
2020/9/29, 34, 11, 26, 1, 1
2020/9/30, 37, 8, 35, , 1
2020/4/1, 21, 12, 39, 1, 
2020/4/2, 45, 12, 35, 2, 1
2020/4/3, 39, 18, 41, 1, 2
2020/4/4, 54, 9, 35, 1, 1
